timesteps,episodes,mean_return,policy_loss,cat_loss,entropy,credit_weight_std
8939,100,-178.16654594884199,0.0033066412433981895,6503.0966796875,1.380407691001892,0.002060416154563427
17800,200,-185.91768048077068,-0.0009602038189768791,10514.0205078125,1.3815410137176514,0.003742626402527094
26693,300,-169.7422615022984,-0.0052652908489108086,7838.1708984375,1.3779685497283936,0.005684135016053915
35332,400,-143.60892244323895,-0.0026271676179021597,6721.40234375,1.3786673545837402,0.005625699646770954
44109,500,-150.30363600208165,9.57319134613499e-05,5741.77880859375,1.377428650856018,0.0075915795750916
52767,600,-156.53276375658223,0.0011564152082428336,3949.248779296875,1.3749544620513916,0.0075645167380571365
61242,700,-131.33754738209225,-0.00975909922271967,3824.114013671875,1.3716009855270386,0.007516516372561455
69612,800,-122.80576874475003,-0.009615722112357616,3258.9140625,1.3737280368804932,0.007731979247182608
78136,900,-143.85012153322924,-0.003384416224434972,6985.49755859375,1.3705694675445557,0.008646711707115173
86459,1000,-130.9029528533348,0.0032270101364701986,3678.68505859375,1.3754884004592896,0.00885069090873003
95454,1100,-142.04084446168494,-0.0025834492407739162,6528.8603515625,1.3731975555419922,0.00838566105812788
103951,1200,-125.63599709828746,0.0017080570105463266,1623.4425048828125,1.3723585605621338,0.0100791584700346
112713,1300,-136.36637106335752,0.0025001370813697577,4316.3603515625,1.370491862297058,0.011262493208050728
121446,1400,-129.0499691125354,-0.007929337210953236,4902.8037109375,1.3715441226959229,0.010784562677145004
130483,1500,-119.8905921744065,-0.00014824597747065127,2055.926513671875,1.3756908178329468,0.009893255308270454
139596,1600,-138.0807595249039,0.013092894107103348,4147.87158203125,1.373189091682434,0.010381685569882393
148553,1700,-129.60712071035977,-0.013761264272034168,6193.60546875,1.3729652166366577,0.011448445729911327
157781,1800,-119.64387141601348,0.0018457315163686872,3175.270751953125,1.3725194931030273,0.011312628164887428
166952,1900,-121.36244918536302,-0.00463528698310256,2746.43798828125,1.372815489768982,0.009915920905768871
176060,2000,-123.30953837735098,-0.009429105557501316,2665.88134765625,1.3716232776641846,0.011601964943110943
185224,2100,-123.8360166604306,-0.009818019345402718,4899.8330078125,1.3597216606140137,0.013220149092376232
194080,2200,-114.33302016718788,0.0021320527885109186,2277.74072265625,1.365977168083191,0.013562302105128765
