timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
2432,100,24.32,0.03711788356304169,0.7437252998352051,1.085077809009211,0.6882951855659485,0.05008004978299141
4920,200,24.88,-0.0398346409201622,1.4291791915893555,1.4114933334601423,0.6874329447746277,0.08355101943016052
7354,300,24.34,-0.023071613162755966,0.7463530898094177,0.8058540868417671,0.6669707894325256,0.0806654840707779
10341,400,29.87,-0.10421127825975418,0.590029776096344,0.5100215153458217,0.6653550267219543,0.10856370627880096
14410,500,40.69,-0.12918831408023834,0.8530383110046387,0.6640667037131455,0.6561355590820312,0.07998963445425034
18484,600,40.74,-0.10879624634981155,0.6122789978981018,0.6972335143892754,0.6418941617012024,0.10664878040552139
23183,700,46.99,-0.1360314041376114,0.42004117369651794,0.22827311252476648,0.6289511322975159,0.10698116570711136
28476,800,52.93,-0.10965098440647125,0.4192999303340912,0.8727047075340427,0.618919849395752,0.11793451011180878
33565,900,50.89,-0.12685176730155945,0.25110408663749695,0.4021493178831103,0.6034891605377197,0.11964105069637299
39690,1000,61.25,-0.09211216121912003,0.2680785655975342,0.23971516829915346,0.5950157642364502,0.09428838640451431
46095,1100,64.05,-0.04406901076436043,0.2710256576538086,0.2300084592376758,0.5847899317741394,0.10692033171653748
53167,1200,70.72,-0.03587403893470764,0.2377665638923645,0.43760103855207005,0.5800913572311401,0.1081836149096489
60944,1300,77.77,-0.040679931640625,0.2103305160999298,0.3130131563123238,0.5726860165596008,0.10327272862195969
68272,1400,73.28,-0.04589025303721428,0.23030249774456024,0.17004050348574917,0.5714535117149353,0.0785566195845604
76529,1500,82.57,-0.05452846363186836,0.3065284490585327,0.30848561235858746,0.5665081143379211,0.08582910895347595
85674,1600,91.45,-0.10601940751075745,0.3005821406841278,0.19794784365124846,0.5477007627487183,0.0990048199892044
96156,1700,104.82,-0.05748840421438217,0.219698965549469,0.1461454852678192,0.5619930028915405,0.10059411823749542
105954,1800,97.98,-0.09794687479734421,1.012342095375061,0.6038870249491689,0.5501700043678284,0.08542640507221222
117886,1900,119.32,-0.10028228908777237,0.8430123925209045,0.5974425519971798,0.5444322824478149,0.07389076799154282
131435,2000,135.49,-0.05278842896223068,0.9147768020629883,0.7130364958623735,0.5409957766532898,0.07271236926317215
144891,2100,134.56,-0.06162900850176811,1.6560596227645874,1.2003640392795205,0.5392579436302185,0.07521256059408188
154352,2200,94.61,-0.06212626397609711,0.34174036979675293,0.5465164478436539,0.5298380255699158,0.089324451982975
162796,2300,84.44,-0.09806523472070694,0.24613261222839355,0.20238679162575862,0.5224258899688721,0.09293950349092484
171921,2400,91.25,-0.09295415133237839,0.3177875578403473,0.21771145852205034,0.5217939019203186,0.0766570195555687
183644,2500,117.23,-0.08635324984788895,0.5374560952186584,0.27538231889366216,0.5230145454406738,0.07734714448451996
194556,2600,109.12,-0.11046698689460754,0.5410673022270203,0.2588204494774497,0.5062524080276489,0.07601550966501236
