timesteps,episodes,mean_return,policy_loss,entropy
9149,100,-185.8049952573108,0.0002679235185496509,1.3834513425827026
18367,200,-199.21549819487373,0.00373272318392992,1.383874773979187
27409,300,-156.74902766041973,-0.0019194621127098799,1.384259581565857
37318,400,-170.32624414961302,0.0003269203589297831,1.382763385772705
46358,500,-164.11783926642806,-3.833028313238174e-05,1.3843811750411987
55380,600,-159.9004200777369,0.0053177885711193085,1.381508469581604
64308,700,-130.5023105493547,0.007433025166392326,1.3826459646224976
73307,800,-140.25630736877395,0.003945194650441408,1.3819694519042969
82646,900,-126.61449456955957,-0.00155729241669178,1.3813438415527344
91652,1000,-143.77925832179224,0.0006091622053645551,1.3780852556228638
101409,1100,-139.89642110177323,0.0028537344187498093,1.3796340227127075
110676,1200,-139.6248153153346,-0.0037500804755836725,1.3752648830413818
120083,1300,-136.34855372856802,0.00014447775902226567,1.373989462852478
130436,1400,-132.60750174042926,0.011624831706285477,1.3709882497787476
139615,1500,-133.62992663503107,-0.008088091388344765,1.373069405555725
149813,1600,-129.8616984996262,-0.00855481717735529,1.3613884449005127
158812,1700,-124.39254061932718,-0.0057380180805921555,1.3630437850952148
168047,1800,-129.87238456643317,0.01566881127655506,1.354140043258667
177206,1900,-108.01129127067148,0.003011232241988182,1.359452486038208
186520,2000,-124.43476025370448,-0.006843537092208862,1.3547292947769165
195724,2100,-115.11967197339969,-0.01301982719451189,1.356142282485962
