timesteps,episodes,mean_return,policy_loss,value_loss,entropy
11219,30,-373.3,0.00017417958264963495,74.10068681504991,1.029125604364607
22142,91,-242.42857142857142,-0.0034700593419579994,55.48629813724094,0.849880713555548
32773,170,-137.81,0.0009050023638539844,44.42436387803819,0.7494211047887802
43395,258,-121.11,-0.005289711627281374,28.59177870220608,0.5505257712470161
53808,363,-98.62,0.005969949247729447,11.728563461038801,0.4612499988741345
64202,476,-89.89,-0.02007749212336623,10.795921577347649,0.33969110084904564
74967,590,-91.83,0.00241179960883326,15.692854669358995,0.24395076144072744
85434,711,-85.94,0.006848680877333714,11.150290118323433,0.2549314151207606
95962,830,-87.82,0.001111993281584647,8.49936748875512,0.20658153999182913
106340,957,-81.61,-0.005320465534977201,5.352193428410424,0.18530396703216764
116789,1078,-83.54,-0.0027398139031396974,6.930190046628316,0.19355571849478614
127155,1197,-86.22,-0.005559995718714263,4.957891013887194,0.17105060112145212
137610,1322,-83.43,-0.0030129282968118787,4.908858239650726,0.1587180515958203
148119,1449,-80.58,0.002587548043164942,7.979190919134352,0.1474420273055633
158531,1577,-80.01,0.01337706670165062,2.968797895643446,0.15510344877839088
168983,1698,-85.43,0.00753115148593982,8.80334342850579,0.13306262820131248
179488,1820,-84.9,6.47110864520073e-05,9.219161219067043,0.13900725729763508
189942,1944,-84.52,0.000680700151456727,9.658724692132738,0.12416529427799913
200543,2060,-91.27,-0.004400123117698563,13.981884956359863,0.1037094085994694
