timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
2154,100,21.54,0.0398898683488369,1.2674072980880737,1.39848660454154,0.689303994178772,0.06450992822647095
4616,200,24.62,-0.022394990548491478,1.0456984043121338,1.107403113025551,0.6895031929016113,0.07554911077022552
7247,300,26.31,0.021599559113383293,0.8474137783050537,1.2926507505588234,0.6802149415016174,0.049037303775548935
10128,400,28.81,-0.10212546586990356,0.709190845489502,0.8868055197963258,0.6727086305618286,0.040152713656425476
13256,500,31.28,-0.1346013993024826,0.7946736812591553,0.5006216145663832,0.6673524379730225,0.07812445610761642
17143,600,38.87,-0.11634642630815506,0.8181684613227844,0.40797920095501466,0.6538258194923401,0.07618065178394318
21469,700,43.26,-0.10482657700777054,0.8748621344566345,1.0569413725131502,0.6489630341529846,0.07859915494918823
26117,800,46.48,-0.08374069631099701,0.4257701635360718,0.47828421640830737,0.6310669183731079,0.0948139876127243
31579,900,54.62,-0.03197099640965462,0.23656140267848969,0.15246059971929452,0.6123310327529907,0.0844491496682167
36837,1000,52.58,-0.0716826394200325,0.29522594809532166,0.6142500623502808,0.6163226366043091,0.08808909356594086
42273,1100,54.36,-0.06244312599301338,0.29816654324531555,0.18725643126720873,0.6090519428253174,0.08749616146087646
48921,1200,66.48,-0.05432649329304695,0.22114278376102448,0.18122484766257305,0.5881505608558655,0.09095905721187592
55178,1300,62.57,-0.02565193921327591,0.2983763515949249,0.2315718862072875,0.5937061905860901,0.10282678157091141
61930,1400,67.52,-0.0043610516004264355,0.19000673294067383,0.1488881869890444,0.5801709890365601,0.08614940196275711
68993,1500,70.63,0.00561605766415596,0.2918579876422882,0.30772525507652515,0.5826074481010437,0.08822641521692276
76127,1600,71.34,-0.027074698358774185,0.148763045668602,0.13482065856272432,0.5845734477043152,0.0953894853591919
84217,1700,80.9,0.004824197851121426,0.17077510058879852,0.1566196175913016,0.5718015432357788,0.09762919694185257
91881,1800,76.64,0.0136196194216609,0.9207218885421753,0.5900372856859273,0.5790663361549377,0.08244747668504715
99215,1900,73.34,-0.029188746586441994,0.3319895267486572,0.1584172946968465,0.5682553052902222,0.09524977952241898
108514,2000,92.99,-0.01133850496262312,0.34648117423057556,0.44193573552183807,0.5702210664749146,0.08422481268644333
116364,2100,78.5,-0.014080679044127464,0.22449064254760742,0.42730763016734274,0.5692883133888245,0.09107338637113571
123973,2200,76.09,-0.054738257080316544,1.7739882469177246,0.4566219225370636,0.5611053705215454,0.090580053627491
134903,2300,109.3,-0.012763683684170246,1.4753705263137817,1.0391922238995903,0.5626487135887146,0.05456077307462692
142859,2400,79.56,0.006816519424319267,0.8647216558456421,0.58246931838803,0.549170196056366,0.10294102877378464
149523,2500,66.64,-0.021946843713521957,0.3161838948726654,0.42597753472655314,0.548902690410614,0.09312998503446579
157905,2600,83.82,-0.04669034481048584,0.24877236783504486,0.19869311015354468,0.5481060743331909,0.06901505589485168
167904,2700,99.99,-0.014048337936401367,0.2863914370536804,0.2634464636357734,0.5366405248641968,0.0688338354229927
177202,2800,92.98,-0.016873758286237717,0.22574876248836517,0.31638656901195644,0.535103440284729,0.07930439710617065
184805,2900,76.03,-0.01477524358779192,0.4462888538837433,0.29520162448176657,0.5365971326828003,0.07124582678079605
194659,3000,98.54,0.009421387687325478,0.2630026638507843,0.26024487091538806,0.5345639586448669,0.0663578063249588
