timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
2671,100,26.71,0.011863864958286285,0.9832462668418884,1.4211912576730052,0.6863915920257568,0.07588222622871399
5462,200,27.91,-0.04198455810546875,1.597326636314392,1.5720804841878513,0.6852341890335083,0.06611456722021103
8276,300,28.14,-0.0005561743164435029,0.7996616363525391,0.609586933406293,0.6865143179893494,0.044913582503795624
11183,400,29.07,-0.041963547468185425,1.295355200767517,0.3807382532514566,0.6728557348251343,0.05923407897353172
14719,500,35.36,-0.20037680864334106,0.5775018930435181,0.8525477617697713,0.6554688811302185,0.08085811138153076
18749,600,40.3,-0.2208121120929718,1.1639147996902466,0.7353723798374024,0.643639326095581,0.09227544814348221
23242,700,44.93,-0.15452168881893158,0.8774139881134033,1.066125324917569,0.6249419450759888,0.07075347751379013
29608,800,63.66,-0.04943065717816353,0.8430078029632568,0.8039934712661609,0.6230087876319885,0.0765775740146637
36061,900,64.53,-0.04217018559575081,0.9866501688957214,0.9684303238624125,0.613716185092926,0.0704580694437027
42742,1000,66.81,-0.03822872415184975,0.616651177406311,0.3176466343955932,0.6031494140625,0.07870350033044815
50266,1100,75.24,-0.04928775504231453,0.6798282861709595,0.5061041477524365,0.5970311760902405,0.08754929155111313
58811,1200,85.45,-0.08338823169469833,0.7748202681541443,0.5988505000798189,0.5839439034461975,0.11427588015794754
70055,1300,112.44,-0.0864790752530098,0.5973600149154663,0.27654470653505997,0.5833296775817871,0.09380368888378143
86774,1400,167.19,0.002338163321837783,0.8124917149543762,1.1783156380639412,0.5803447365760803,0.13300667703151703
101819,1500,150.45,-0.027779314666986465,0.8733008503913879,1.7459152134989078,0.5824384689331055,0.1283397078514099
119664,1600,178.45,-0.03369038924574852,0.5936823487281799,0.9285974528019627,0.5830797553062439,0.10497423261404037
137063,1700,173.99,-0.012966424226760864,0.6649078130722046,1.2362682096970579,0.576045036315918,0.10592194646596909
148437,1800,113.74,-0.10075229406356812,0.6970721483230591,0.5735129110437508,0.5812885165214539,0.10423971712589264
159937,1900,115.0,-0.11843583732843399,0.6132928133010864,0.5213709358436366,0.5826541781425476,0.08556946367025375
179442,2000,195.05,-0.08889292180538177,0.4348020851612091,0.8293095813443263,0.5586387515068054,0.07815736532211304
