timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2443,100,24.43,-0.010196628049015999,1.2837066650390625,1.2726768760631482,0.6877086758613586,0.11634083092212677,0.6035223007202148
4978,200,25.35,0.008762551471590996,0.6394796967506409,0.791500504182962,0.6804909110069275,0.19947205483913422,2.6144092082977295
7103,300,21.25,0.010296430438756943,0.853413462638855,1.0547538357809876,0.674072802066803,0.1778736710548401,4.081560134887695
10048,400,29.45,-0.013299334794282913,0.8537038564682007,1.070815989623467,0.678299069404602,0.1882358193397522,4.208992958068848
12861,500,28.13,-0.04078318178653717,0.7248100638389587,0.4891464136158826,0.6692431569099426,0.18149571120738983,1.108435869216919
15753,600,28.92,-0.01483959797769785,1.4476678371429443,1.0647864394704811,0.6628454923629761,0.2246806025505066,2.2742879390716553
18748,700,29.95,-0.00799566600471735,1.1188035011291504,0.5626276633702219,0.6601523756980896,0.23754145205020905,3.6098790168762207
22730,800,39.82,-0.043091755360364914,1.8949514627456665,0.8897869388883313,0.6438157558441162,0.20791667699813843,2.4997050762176514
27103,900,43.73,-0.037170883268117905,2.064051389694214,1.3789835486517403,0.6384028792381287,0.2522237002849579,1.522993803024292
31435,1000,43.32,-0.06038956344127655,0.8569434285163879,1.3811954828910529,0.6126446723937988,0.2508780062198639,1.174130916595459
36262,1100,48.27,-0.08515706658363342,0.7121806740760803,0.6689628972051044,0.5978896617889404,0.2763545513153076,0.8051857948303223
41804,1200,55.42,-0.08389733731746674,0.6805524826049805,0.5871604442596435,0.586654543876648,0.2997362017631531,1.7880334854125977
47687,1300,58.83,-0.06635850667953491,0.7134276628494263,0.4841813596586386,0.5875362157821655,0.3076782524585724,1.6915981769561768
53908,1400,62.21,-0.04802757129073143,0.5453307032585144,0.2653227264255596,0.5621442794799805,0.34070253372192383,3.500789165496826
60227,1500,63.19,-0.036515578627586365,0.7470992803573608,0.2625515698406768,0.5468882322311401,0.35203108191490173,1.3892560005187988
67224,1600,69.97,-0.04648955911397934,0.44180598855018616,0.271365439291003,0.5467997789382935,0.3527463674545288,3.502034902572632
75289,1700,80.65,-0.032533034682273865,0.7685505747795105,0.2948075502960516,0.5283265113830566,0.3179280459880829,1.6023170948028564
82952,1800,76.63,-0.017270658165216446,0.6019965410232544,0.36978912501702627,0.5414651036262512,0.3086785674095154,2.782273530960083
91447,1900,84.95,-0.06262293457984924,0.5986842513084412,0.28315848675301825,0.5352175235748291,0.2865079641342163,3.911144256591797
101909,2000,104.62,-0.03753678500652313,0.647955596446991,0.3282245900443134,0.5403521060943604,0.3224720358848572,4.220588684082031
113719,2100,118.1,-0.05384822189807892,0.6341413855552673,0.5998568836289148,0.5424572229385376,0.3134809732437134,2.685593843460083
127292,2200,135.73,-0.047094304114580154,0.5915305018424988,0.3286438339104961,0.5483421087265015,0.29847580194473267,6.5938498973846436
141246,2300,139.54,-0.0030615779105573893,0.4446449875831604,0.37938287761062384,0.5488340258598328,0.2902800142765045,2.8747384548187256
154120,2400,128.74,-0.008105872198939323,0.39720746874809265,0.4216247603486408,0.5515215396881104,0.26910707354545593,6.184367418289185
166755,2500,126.35,-0.019337482750415802,0.4923173189163208,0.7798802427734093,0.5573656558990479,0.2541200816631317,4.20545220375061
179530,2600,127.75,-0.0006501444731839001,0.5577377676963806,0.7365233694824079,0.5688489079475403,0.28291386365890503,4.304341554641724
191001,2700,114.71,-0.008625935763120651,0.41723668575286865,0.5464985624576608,0.5611161589622498,0.288869708776474,3.174194574356079
