timesteps,episodes,mean_return,policy_loss,rudder_loss,rudder_last_mse,entropy,value_diff_std
2329,100,23.29,-0.025763899087905884,1.3520587682724,1.28711301148093,0.6857083439826965,0.07512933760881424
4659,200,23.3,0.026869961991906166,0.9348974823951721,0.8532459854128925,0.6837158799171448,0.11414740234613419
7422,300,27.63,0.005453482735902071,1.082713007926941,0.9456853827849652,0.6857225894927979,0.0989389568567276
10252,400,28.3,-0.010640229098498821,0.7991796135902405,1.4176458240996,0.6831427812576294,0.11751952022314072
13214,500,29.62,-0.025008609518408775,0.8590778708457947,1.5131621638778596,0.6788634061813354,0.08786692470312119
16312,600,30.98,-0.07618145644664764,0.6515412926673889,1.2016514260321856,0.6633789539337158,0.07445846498012543
20103,700,37.91,-0.0338718444108963,0.6154710650444031,0.6650832835526671,0.6510323882102966,0.12491058558225632
24239,800,41.36,-0.07361128181219101,0.6395109295845032,0.7466538769503435,0.6364626288414001,0.12142998725175858
29086,900,48.47,-0.025107285007834435,0.4623669385910034,0.5180412196554244,0.6332514882087708,0.2068091332912445
34012,1000,49.26,-0.05955928564071655,0.4650252163410187,0.3950281796135338,0.6175680756568909,0.1741718053817749
39104,1100,50.92,-0.049117058515548706,0.3370231091976166,0.5949982244812417,0.6140199303627014,0.18708094954490662
44565,1200,54.61,-0.12230593711137772,0.24837905168533325,0.20474697565853905,0.5923147797584534,0.19154812395572662
50016,1300,54.51,-0.08705538511276245,0.1783919632434845,0.09223337594412442,0.5789302587509155,0.18442527949810028
56149,1400,61.33,-0.08153815567493439,0.18701383471488953,0.17028734839771761,0.5672767162322998,0.20396088063716888
63017,1500,68.68,-0.007780013605952263,0.10545522719621658,0.10901969585186938,0.5546248555183411,0.17881576716899872
70287,1600,72.7,-0.0163864865899086,0.10418003797531128,0.09969080443874342,0.5423709750175476,0.1814623475074768
78623,1700,83.36,-0.02348255179822445,0.11102783679962158,0.08391247723872462,0.5294672250747681,0.1582774668931961
87759,1800,91.36,-0.008852223865687847,0.11681168526411057,0.1672884808620438,0.5427477955818176,0.15988101065158844
95861,1900,81.02,-0.021325118839740753,0.12765975296497345,0.13211363750718494,0.5265136361122131,0.15630201995372772
104686,2000,88.25,-0.004872139077633619,0.3790488839149475,0.2031024193141396,0.5388702154159546,0.11087767779827118
117033,2100,123.47,0.024762827903032303,0.5739603042602539,0.40418048740927287,0.5417792201042175,0.1168232262134552
128058,2200,110.25,0.017086820676922798,0.23099811375141144,0.13640711515035947,0.5396981835365295,0.1346741020679474
138168,2300,101.1,-0.0006100850878283381,0.16526244580745697,0.11783027243897475,0.5399712920188904,0.1396694779396057
148935,2400,107.67,0.024140672758221626,0.4875462055206299,0.22896122683693346,0.5427324175834656,0.12984010577201843
158329,2500,93.94,-0.014388080686330795,0.23815101385116577,0.12095908534823442,0.5144139528274536,0.1345117837190628
167956,2600,96.27,0.0005224380292929709,0.26345112919807434,0.1314843044379207,0.5233245491981506,0.12383285164833069
178656,2700,107.0,0.008970458060503006,0.38536688685417175,0.09710852665787874,0.5289385318756104,0.12985855340957642
189524,2800,108.68,0.02523619309067726,0.8560291528701782,0.2008605574655424,0.528459906578064,0.11392094939947128
199931,2900,104.07,0.01306189876049757,0.41711440682411194,0.19707208204938526,0.5226402282714844,0.1264573633670807
