timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
2388,100,23.88,0.012490046210587025,1.2958077192306519,1.4672815044410528,0.688422441482544,0.05358414351940155
5033,200,26.45,-0.014489131048321724,1.0018632411956787,1.0273829738143831,0.6859862804412842,0.050687313079833984
8044,300,30.11,-0.0038046303670853376,1.473781704902649,2.055202904964487,0.6763436198234558,0.04202539101243019
11484,400,34.4,-0.15494921803474426,1.3444349765777588,1.4402612376065613,0.6543645858764648,0.04821738600730896
15188,500,37.04,-0.053380705416202545,1.0516613721847534,2.070049164950615,0.651202380657196,0.0463910847902298
19249,600,40.61,-0.25410041213035583,1.7674788236618042,1.3152704927519343,0.6336872577667236,0.03288513422012329
24434,700,51.85,-0.1496993452310562,1.6692131757736206,1.74064752360185,0.6168785095214844,0.04726216197013855
30080,800,56.46,-0.031956132501363754,1.4805347919464111,1.8423061728167036,0.6117942929267883,0.07867008447647095
35281,900,52.01,-0.010557743720710278,1.0715782642364502,1.34607454620212,0.5932002067565918,0.06799813359975815
40918,1000,56.37,-0.0020050257444381714,0.9650205969810486,0.5484873465599472,0.5845921039581299,0.07116831094026566
46452,1100,55.34,0.0417904257774353,0.7084261178970337,1.0511205078878751,0.5867894291877747,0.08069252967834473
52627,1200,61.75,0.015417390502989292,1.0026596784591675,1.1480013867721632,0.5835626125335693,0.07422827929258347
59034,1300,64.07,-0.015221098437905312,1.4297536611557007,1.3291356678067434,0.5776740908622742,0.07648298144340515
65780,1400,67.46,0.001150323892943561,1.2723662853240967,0.6845845824417969,0.575377881526947,0.09144571423530579
71677,1500,58.97,-0.041991643607616425,0.6609616875648499,0.5401059331389357,0.5656275749206543,0.09654247760772705
78315,1600,66.38,-0.04783860594034195,0.5807958245277405,0.44879242992028595,0.559813916683197,0.0931081473827362
85502,1700,71.87,-0.05207271873950958,0.7554333209991455,0.8831446073328455,0.5584126114845276,0.11382238566875458
91338,1800,58.36,-0.06214053928852081,0.3644914925098419,0.16298367793206125,0.5504825711250305,0.07883680611848831
98272,1900,69.34,-0.044355448335409164,0.766110897064209,0.4685839173257894,0.5508927702903748,0.07642186433076859
107902,2000,96.3,-0.007780649699270725,0.694917619228363,0.462804158590734,0.546262800693512,0.12180960923433304
116360,2100,84.58,-0.053489986807107925,0.5083540678024292,0.25016670464732066,0.5389049649238586,0.1287171095609665
128941,2200,125.81,-0.0431944839656353,0.5178450345993042,0.4794518012398233,0.5487367510795593,0.10998363792896271
141409,2300,124.68,-0.04169705510139465,0.4416435658931732,0.36219626440821834,0.5438770651817322,0.11670227348804474
152630,2400,112.21,-0.07258974015712738,0.4412003457546234,0.4554078280178752,0.5403324365615845,0.11042970418930054
167845,2500,152.15,-0.024646474048495293,0.22553518414497375,0.3140670929705569,0.5379401445388794,0.11908445507287979
184093,2600,162.48,-0.046669162809848785,0.24227206408977509,0.17553662480180113,0.5237349271774292,0.12773893773555756
