timesteps,episodes,mean_return,policy_loss,cat_loss,entropy,credit_weight_std,cat_entropy,cat_temperature,mix_ratio
2629,100,26.29,-0.00877503864467144,0.4764789044857025,0.6880518198013306,0.020521853119134903,3.1039083003997803,1.4132616519927979,0.0460075
5387,200,27.58,-0.012276056222617626,0.1257432997226715,0.6803486943244934,0.02181362733244896,3.0696754455566406,1.4132616519927979,0.09427249999999998
8416,300,30.29,-0.010337685234844685,0.028971277177333832,0.6693287491798401,0.01800634153187275,3.1984684467315674,1.4132616519927979,0.14728
11908,400,34.92,-0.01138990093022585,0.1069781705737114,0.6573706865310669,0.013630366884171963,3.386760950088501,1.4132616519927979,0.20839
15829,500,39.21,-0.009267915971577168,0.06482838839292526,0.654259443283081,0.008736656978726387,3.5027976036071777,1.4132616519927979,0.27700749999999996
20269,600,44.4,-0.017332468181848526,0.2514660358428955,0.646560549736023,0.010853119194507599,3.592355966567993,1.4132616519927979,0.35470749999999995
24922,700,46.53,-0.016963785514235497,0.020251410081982613,0.636065661907196,0.009837406687438488,3.746696710586548,1.4132616519927979,0.436135
29930,800,50.08,0.005670131649821997,0.028363486751914024,0.6213011741638184,0.010938960127532482,3.7496869564056396,1.4132616519927979,0.523775
34762,900,48.32,-0.014198509976267815,0.01245133951306343,0.6148229241371155,0.010685027576982975,3.673961639404297,1.4132616519927979,0.608335
40829,1000,60.67,-0.007368807680904865,0.146407350897789,0.6202839612960815,0.00803312472999096,3.942410707473755,1.4132616519927979,0.7
47078,1100,62.49,-0.002003922127187252,0.01944354735314846,0.6175107359886169,0.008645004592835903,4.077199935913086,1.4132616519927979,0.7
53238,1200,61.6,-0.007228706032037735,0.029602743685245514,0.5950238108634949,0.013690127991139889,3.9023001194000244,1.4132616519927979,0.7
59141,1300,59.03,-0.018409637734293938,0.054709337651729584,0.5987352728843689,0.0070869578048586845,3.9439194202423096,1.4132616519927979,0.7
66858,1400,77.17,-0.019056929275393486,0.1333424299955368,0.5958895087242126,0.006176247261464596,4.241452217102051,1.4132616519927979,0.7
73774,1500,69.16,-0.006360267288982868,0.024078093469142914,0.5946362614631653,0.007536252494901419,4.141823768615723,1.4132616519927979,0.7
81718,1600,79.44,-0.013376864604651928,0.037258803844451904,0.5896944999694824,0.005707216914743185,4.22853422164917,1.4132616519927979,0.7
89351,1700,76.33,0.003978371620178223,0.004779705312103033,0.589205801486969,0.005118770990520716,4.128098487854004,1.4132616519927979,0.7
98115,1800,87.64,-0.006980357691645622,0.022768724709749222,0.5875303745269775,0.004206514451652765,4.346794605255127,1.4132616519927979,0.7
107301,1900,91.86,-0.007645671255886555,0.015790946781635284,0.578905463218689,0.005628169514238834,4.403290748596191,1.4132616519927979,0.7
116522,2000,92.21,-0.0036023221909999847,0.06892356276512146,0.5787442922592163,0.006523648742586374,4.337739944458008,1.4132616519927979,0.7
126761,2100,102.39,-0.01332818903028965,0.012056010775268078,0.580247163772583,0.004743483848869801,4.4523234367370605,1.4132616519927979,0.7
137006,2200,102.45,0.008938116952776909,0.00767950713634491,0.5743287801742554,0.006085469387471676,4.462401866912842,1.4132616519927979,0.7
147033,2300,100.27,-0.01889673061668873,0.016938399523496628,0.5694044232368469,0.005395208485424519,4.472023963928223,1.4132616519927979,0.7
157333,2400,103.0,-0.005890196654945612,0.045036062598228455,0.5724737644195557,0.006507597863674164,4.706399440765381,1.4132616519927979,0.7
167313,2500,99.8,0.0030835182406008244,0.002159410621970892,0.5787797570228577,0.0031495222356170416,4.420674800872803,1.4132616519927979,0.7
176597,2600,92.84,-0.005149622447788715,0.08111612498760223,0.56982421875,0.0056768604554235935,4.491704940795898,1.4132616519927979,0.7
185975,2700,93.78,-0.010905846953392029,0.009666737169027328,0.5568435788154602,0.0038706078194081783,4.447946071624756,1.4132616519927979,0.7
196185,2800,102.1,0.020350536331534386,0.017837464809417725,0.5584282875061035,0.0027270347345620394,4.495651721954346,1.4132616519927979,0.7
