timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
8635,100,-179.32663392286716,0.026090461760759354,0.982755184173584,0.9006491463578641,1.3796794414520264,0.03082967922091484
17931,200,-196.71122896803584,0.027737146243453026,1.033658504486084,1.1005142230074854,1.3749598264694214,0.03216038644313812
27196,300,-167.63821164810346,-0.02860225923359394,0.5462138652801514,0.5538633412749429,1.372630000114441,0.08264686167240143
36258,400,-145.5327601187956,0.057974591851234436,0.31820622086524963,0.3003357828517134,1.3691308498382568,0.051560454070568085
45282,500,-168.8192524969202,-0.07801377773284912,0.6786031126976013,0.25746876277650393,1.369490146636963,0.13090024888515472
54075,600,-148.25775848565422,-0.012043879367411137,0.45075976848602295,0.534486001180873,1.3684535026550293,0.07939377427101135
62847,700,-141.54959853541519,0.027173133566975594,0.5869852304458618,0.3338812634407077,1.363839864730835,0.06831344217061996
71562,800,-126.8525612603221,-0.028628414496779442,0.38855093717575073,0.25265693097220115,1.3710604906082153,0.06043507158756256
80472,900,-129.8151223978369,-0.08692726492881775,0.324235737323761,0.14414946556416908,1.3534188270568848,0.0721932128071785
89081,1000,-120.67279971976173,0.052423156797885895,0.10961979627609253,0.20509959073145487,1.355649471282959,0.0504654236137867
98454,1100,-131.56343768781727,-0.008339659310877323,0.2250235229730606,0.22058087730838452,1.3542557954788208,0.06569910049438477
107915,1200,-118.16585904368614,-0.06163988634943962,0.4141896963119507,0.2368172675656145,1.3531665802001953,0.06071702390909195
117505,1300,-123.86260533200767,-0.02951456606388092,0.1985020637512207,0.16646675021232415,1.3479706048965454,0.06111529469490051
126855,1400,-117.86215984739668,-0.0027477003168314695,0.26262548565864563,0.25710457673218723,1.3386220932006836,0.050617098808288574
136264,1500,-126.82140017456685,-0.04382592439651489,0.6740158200263977,0.7551366999953947,1.3391953706741333,0.08390229195356369
146001,1600,-117.43148023976957,-0.10913649946451187,0.2922019958496094,0.25554789192499355,1.3393398523330688,0.06961711496114731
156482,1700,-113.29128386720879,-0.129240021109581,0.33672869205474854,0.3341371978400275,1.3244221210479736,0.0681491494178772
168110,1800,-121.66262201201451,0.0015398970572277904,0.581337571144104,0.8758199462259654,1.3020542860031128,0.08817344158887863
180399,1900,-134.6952540447753,-0.11140171438455582,0.5999444127082825,0.4554649905282228,1.2961331605911255,0.08117453008890152
192277,2000,-112.71388900949977,-0.039527639746665955,0.3222200870513916,0.2621713893354354,1.291672706604004,0.06140545755624771
