timesteps,episodes,mean_return,policy_loss,value_loss,entropy
10379,230,62.91,-0.0067756900744926594,59.68773545159234,0.6161882910463545
21328,298,136.87,-0.0032661198638379574,59.200335290696884,0.5822851558526357
32624,340,212.91,-0.003280102805648413,44.544805738661026,0.5560872240198983
43973,371,280.09,-0.005457920720800757,43.645037937164304,0.5387049585580825
55572,396,346.53,-0.01050790639128536,39.25127921104431,0.5309312328696251
67661,422,405.49,-0.0009607653366401792,34.12706389427185,0.5378497675061226
79886,449,440.63,-0.004298960836604237,78.07210245132447,0.5293983668088913
92066,474,467.99,-0.002750554238446057,55.059915733337405,0.5510759085416794
104337,499,472.65,-0.002749250567285344,58.21048927307129,0.5453003585338593
116298,524,476.37,-0.0030288210255093873,57.28976721763611,0.5500096559524537
128362,549,484.76,-0.006295767542906105,55.99690480232239,0.5646049857139588
139677,575,471.11,-0.0018492306699045002,45.33366198539734,0.547562551498413
151816,600,469.96,-0.00645262595369584,63.883578300476074,0.5367747594912847
164300,625,475.02,-0.0005602022167295218,57.96473917961121,0.5434510707855225
176674,650,481.14,0.0011361819691956044,61.807062005996706,0.5694597393274308
188535,675,488.58,-0.0022819333476945757,54.8702139377594,0.5628728792071342
200552,700,487.36,-0.0017577553866431118,56.016937828063966,0.5610642358660698
