timesteps,episodes,mean_return,policy_loss,value_loss,entropy
11214,30,-373.1666666666667,-0.020078210211876366,78.56767474280463,0.963911286658711
21771,91,-238.36263736263737,-0.0032837611830068957,56.20241938696967,0.8912679288122389
32487,159,-157.38,-0.005033363316518565,46.26738977432251,0.7560660044352213
43042,236,-141.02,0.0006760655022743675,26.05648597081502,0.7254471480846405
53655,329,-112.71,-0.004679086074853937,16.142507712046307,0.5095780574613147
64098,429,-103.44,-0.016116499849077728,22.695703347524006,0.3978812388247914
74635,541,-93.19,-0.009863823445306884,11.251430206828648,0.32869810114304227
85144,658,-89.3,-0.004074110546045833,13.987282196680704,0.2787876282301214
95638,778,-86.9,-0.00818429720432808,12.214457591374716,0.23811044750942123
106035,887,-95.43,0.00412090654976459,13.91686357392205,0.21043686196208
116577,1007,-88.16,0.003094236237100429,18.858188178804184,0.17844729498028755
127081,1128,-83.64,-0.00038641471312277846,10.269502957661947,0.18255823685063255
137501,1248,-86.8,-0.002467560504252712,8.825650559531319,0.16381920584374005
147981,1364,-90.2,0.003440998054833876,5.871957374943627,0.1852037101570103
158473,1481,-86.49,0.0029684066151579223,9.851298623614841,0.1440359325044685
169114,1605,-85.09,0.01964668425110479,7.974428587489658,0.1466469791614347
179551,1721,-89.64,0.0003541413461789489,15.34081064330207,0.143808054841227
190047,1839,-87.45,-0.006007043023904164,17.15019443300035,0.1322778051512109
200509,1960,-86.46,0.0026114490917987293,11.399242427614,0.13156252851088843
