timesteps,episodes,mean_return,policy_loss,cat_loss,entropy,credit_weight_std,cat_entropy,cat_temperature,mix_ratio
2580,100,25.8,-0.010409832000732422,0.21481327712535858,0.6807126402854919,0.02416761964559555,2.9244771003723145,1.4132616519927979,0.045149999999999996
5461,200,28.81,-0.007555581629276276,0.21089746057987213,0.6750185489654541,0.019284922629594803,3.156001329421997,1.4132616519927979,0.0955675
8953,300,34.92,-0.014997629448771477,0.09072685241699219,0.6639857888221741,0.01624755747616291,3.3741025924682617,1.4132616519927979,0.1566775
12331,400,33.78,-0.020002054050564766,0.013234635815024376,0.6615958213806152,0.019941559061408043,3.323591470718384,1.4132616519927979,0.2157925
16383,500,40.52,-0.006014837883412838,0.2652772068977356,0.6514260768890381,0.01382424309849739,3.4869298934936523,1.4132616519927979,0.28670249999999997
20458,600,40.75,-0.0029499733354896307,0.022394660860300064,0.6519090533256531,0.009475240483880043,3.4170923233032227,1.4132616519927979,0.35801499999999997
25373,700,49.15,-0.04155248776078224,0.08206801116466522,0.6409132480621338,0.011957254260778427,3.647127389907837,1.4132616519927979,0.44402749999999996
30900,800,55.27,-0.01770944520831108,0.010822921060025692,0.6129801273345947,0.01391378603875637,3.8745920658111572,1.4132616519927979,0.54075
36959,900,60.59,-0.003876267932355404,0.015356992371380329,0.632672131061554,0.007093094754964113,3.844780206680298,1.4132616519927979,0.6467824999999999
44340,1000,73.81,-0.029788246378302574,0.16083605587482452,0.6320462822914124,0.009809461422264576,4.0476202964782715,1.4132616519927979,0.7
51984,1100,76.44,-0.014821958728134632,0.011493043042719364,0.6186690330505371,0.008485803380608559,4.159239292144775,1.4132616519927979,0.7
60966,1200,89.82,-0.00417701993137598,0.016259171068668365,0.6142206192016602,0.006308767478913069,4.1463236808776855,1.4132616519927979,0.7
69772,1300,88.06,0.0006087316432967782,0.04025781527161598,0.6164834499359131,0.005469069816172123,4.271218776702881,1.4132616519927979,0.7
79171,1400,93.99,-0.0004998056101612747,0.1404864639043808,0.6120350956916809,0.006752535700798035,4.466707229614258,1.4132616519927979,0.7
88711,1500,95.4,-0.007432141806930304,0.01073890645056963,0.6087194085121155,0.006496296264231205,4.311033725738525,1.4132616519927979,0.7
98813,1600,101.02,-0.0025130771100521088,0.012066973373293877,0.601307213306427,0.005981209222227335,4.313204765319824,1.4132616519927979,0.7
109086,1700,102.73,-0.00983021967113018,0.003729508025571704,0.5884838700294495,0.004442756529897451,4.476600646972656,1.4132616519927979,0.7
120086,1800,110.0,-0.008309348486363888,0.005242766346782446,0.6023926138877869,0.004701240919530392,4.662543773651123,1.4132616519927979,0.7
130552,1900,104.66,-0.018037278205156326,0.004361961968243122,0.5926839709281921,0.006313415709882975,4.4402618408203125,1.4132616519927979,0.7
140462,2000,99.1,0.0021534773986786604,0.008182461373507977,0.5864552855491638,0.003549286862835288,4.394385814666748,1.4132616519927979,0.7
149849,2100,93.87,-0.020350830629467964,0.0015294806798920035,0.5826522707939148,0.005908624734729528,4.49665641784668,1.4132616519927979,0.7
160078,2200,102.29,-0.008910183794796467,0.012549531646072865,0.598029375076294,0.002591567812487483,4.467372417449951,1.4132616519927979,0.7
170601,2300,105.23,0.014276291243731976,0.012068676762282848,0.5849111080169678,0.004609883762896061,4.577864170074463,1.4132616519927979,0.7
181655,2400,110.54,0.0007683053845539689,0.003950941376388073,0.5840031504631042,0.0050189439207315445,4.574507236480713,1.4132616519927979,0.7
192446,2500,107.91,-0.004227968864142895,0.014491485431790352,0.5910528898239136,0.002777045825496316,4.498727798461914,1.4132616519927979,0.7
