timesteps,episodes,mean_return,policy_loss,rudder_loss,rudder_last_mse,entropy,value_diff_std
2299,100,22.99,-0.038299061357975006,1.8196321725845337,1.2080512982793152,0.6887691020965576,0.06893769651651382
4530,200,22.31,0.11575659364461899,0.7332144379615784,1.0952903131643932,0.6799082159996033,0.3182545006275177
6953,300,24.23,0.029726147651672363,0.4285108745098114,0.34460269095531354,0.686091423034668,0.19853273034095764
9674,400,27.21,-0.050833817571401596,0.9902917742729187,1.011024433587833,0.683570384979248,0.12760794162750244
12890,500,32.16,-0.03957526758313179,1.133760690689087,0.7945262670206527,0.6760600805282593,0.09723308682441711
15950,600,30.6,-0.0695175901055336,0.670197069644928,0.7965736635300952,0.6660908460617065,0.16553005576133728
19918,700,39.68,-0.13492822647094727,0.6290613412857056,0.5157766558947817,0.648734450340271,0.24544237554073334
24110,800,41.92,-0.13758297264575958,0.47839295864105225,0.2469492001090354,0.6347795128822327,0.2091488093137741
28991,900,48.81,-0.08041203022003174,0.34559449553489685,0.3619278395354437,0.6250491738319397,0.2407296895980835
34869,1000,58.78,-0.065419040620327,0.25334876775741577,0.18449506695615128,0.6059439778327942,0.21621085703372955
40800,1100,59.31,-0.04699938744306564,0.2702051103115082,0.17180987481794244,0.611445426940918,0.1754801720380783
47101,1200,63.01,-0.04712186008691788,0.18548420071601868,0.14556405515953277,0.5889403820037842,0.17254036664962769
54309,1300,72.08,-0.05841278284788132,0.13443031907081604,0.1096266228860865,0.586097240447998,0.17355172336101532
61407,1400,70.98,-0.0792614072561264,0.2507445514202118,0.1620235456119796,0.5877280235290527,0.1846700757741928
69334,1500,79.27,-0.04702824354171753,0.21236050128936768,0.23201707587868442,0.5845873355865479,0.13458700478076935
77239,1600,79.05,-0.05208501219749451,0.2036547064781189,0.20478077365335898,0.5718334913253784,0.18191787600517273
87291,1700,100.52,-0.0678177997469902,0.6633687019348145,0.5484404558121848,0.5743363499641418,0.1027822345495224
98008,1800,107.17,-0.015584834851324558,0.5547382831573486,0.8916295158366362,0.5776738524436951,0.11920596659183502
104941,1900,69.33,-0.041523873805999756,0.18920455873012543,0.19481347984450015,0.5700202584266663,0.1858886182308197
115374,2000,104.33,-0.000259966473095119,0.5525665283203125,0.26720753229844074,0.5621181726455688,0.09499798715114594
126720,2100,113.46,-0.03998421132564545,0.6368203163146973,1.0084523786666977,0.5541275143623352,0.09276953339576721
138512,2200,117.92,-0.039286449551582336,2.3925728797912598,0.8961341956545463,0.5526203513145447,0.09334132075309753
150558,2300,120.46,-0.018980829045176506,0.6447721719741821,0.25413724025711415,0.5496371984481812,0.0918770357966423
163712,2400,131.54,-0.031721241772174835,1.28751802444458,1.2639508481137454,0.5520002245903015,0.09189937263727188
178179,2500,144.67,-0.01966155879199505,1.0808285474777222,0.6679375746830677,0.5469021201133728,0.0720318928360939
196692,2600,185.13,0.012980565428733826,1.392732858657837,1.5720069078107675,0.5632251501083374,0.08393537998199463
