timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
1969,100,19.69,0.036302339285612106,0.7842170000076294,0.9139281578090352,0.6889047026634216,0.09416893869638443
4385,200,24.16,-0.030520686879754066,1.6142263412475586,1.729970217946296,0.6883596181869507,0.18805360794067383
7463,300,30.78,-0.14253872632980347,1.117811918258667,0.9049083695882776,0.6782428622245789,0.15137268602848053
11094,400,36.31,-0.1312628537416458,1.062648057937622,1.061059844105815,0.6723346710205078,0.10563701391220093
14478,500,33.84,-0.12628401815891266,0.5475333333015442,0.5096825866183887,0.6639090180397034,0.10042444616556168
18419,600,39.41,-0.2334764301776886,0.589368999004364,0.3270394849018582,0.6258900165557861,0.111508309841156
23006,700,45.87,-0.13789339363574982,0.41657713055610657,0.3384975804714486,0.6289327144622803,0.09683211147785187
28253,800,52.47,-0.14954954385757446,0.38437017798423767,0.3301130998006556,0.6180792450904846,0.11472418904304504
33891,900,56.38,-0.04445435106754303,0.3031677007675171,0.3338467166099387,0.6065722703933716,0.0985773429274559
40024,1000,61.33,-0.11936761438846588,0.22571580111980438,0.3091672187148788,0.5949781537055969,0.12517115473747253
46727,1100,67.03,-0.09285769611597061,0.4228912889957428,0.3323941030950664,0.5884656310081482,0.08571958541870117
53735,1200,70.08,-0.05773652344942093,0.2653760015964508,0.22517282935247446,0.5848796367645264,0.10961500555276871
60203,1300,64.68,-0.12020885944366455,0.2744815945625305,0.2410973415147358,0.5678252577781677,0.11969701945781708
67968,1400,77.65,-0.06739845871925354,0.5451293587684631,0.3997561783840259,0.5692756175994873,0.08986300230026245
76820,1500,88.52,-0.07210519909858704,0.1439530998468399,0.14584776639627914,0.5627408623695374,0.08960125595331192
85899,1600,90.79,-0.05633923038840294,0.24238529801368713,0.4092190651153942,0.5635040998458862,0.10828226059675217
96134,1700,102.35,-0.05201058089733124,0.1163044273853302,0.10746302148327232,0.5513490438461304,0.09724269062280655
107708,1800,115.74,-0.08485453575849533,0.9038244485855103,0.6260424185544252,0.5603165626525879,0.08574078232049942
118887,1900,111.79,-0.09169698506593704,0.3555598556995392,0.32775740275392307,0.5468920469284058,0.09134868532419205
131097,2000,122.1,-0.03329678252339363,0.4668424725532532,0.4309805020534744,0.5456718802452087,0.08336208015680313
141299,2100,102.02,-0.011792762205004692,0.43046799302101135,0.36186797980529567,0.5356700420379639,0.09291939437389374
152280,2200,109.81,0.003927098121494055,0.9980692863464355,0.5355968573596328,0.5311803817749023,0.08689966797828674
163359,2300,110.79,-0.0012218031333759427,1.4550907611846924,0.6771896187332459,0.5265781879425049,0.08223524689674377
174002,2400,106.43,0.006448118481785059,1.1649293899536133,0.6329493861335019,0.519465982913971,0.08499769121408463
184642,2500,106.4,0.006787576247006655,0.3090097904205322,0.2629713659795622,0.5338464975357056,0.08042017370462418
195572,2600,109.3,0.000759758404456079,0.5115883350372314,0.3392045514716301,0.5192469358444214,0.0872805118560791
