timesteps,episodes,mean_return,policy_loss,value_loss,entropy
10274,530,16.36,-0.0036688821597231757,8.82517847749922,0.6773835950427585
20540,1007,23.79,-0.05476037048113843,26.80975346432792,0.6781030595302582
30887,1394,27.47,-0.006139624760382705,25.552398946550156,0.6706831620799171
41253,1760,30.0,0.00021572395538290343,29.850616719987656,0.6615065998501248
51557,2100,30.53,-0.016286779104525015,22.00748674074809,0.6415850304894977
61899,2395,34.64,-0.008776234346441925,42.79430974854363,0.6105396366781659
72228,2660,37.6,-0.022374739999779396,44.8139779832628,0.6027335739798017
82612,2931,37.5,-0.002374691759339637,35.974348386128746,0.5915922125180563
92936,3215,39.18,-0.016389188731813595,44.669085105260216,0.5925490392578973
103261,3477,39.63,-0.00898701886439489,25.202632506688435,0.5855411373906665
113592,3764,35.59,-0.01298054559043117,17.409504863950943,0.5789779374996821
123934,4044,40.05,-0.011585572152398527,28.123045047124226,0.5573130150636038
134295,4323,36.14,0.014854492794256657,19.271579451031155,0.540254670712683
144621,4591,38.16,-0.015284441799546281,17.435668958557976,0.5275301684935888
154956,4891,39.77,0.0072114064047733946,22.263926042450798,0.5347959945599238
165329,5152,39.13,-0.020501990388664935,14.632045269012451,0.5428959437542491
175706,5401,40.02,-0.013895226125088003,25.15957482655843,0.5387362332807647
186053,5683,37.66,-0.02020540140155289,12.645993577109444,0.5372774749994278
196407,5962,38.64,0.0027918408547217646,21.932731442981297,0.5341298464271758
