timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2441,100,24.41,-0.021651560440659523,1.021071195602417,1.1326144518854562,0.6874988079071045,0.12663529813289642,0.08639764785766602
4826,200,23.85,0.021845540031790733,0.9232933521270752,1.0740375162723164,0.6749228239059448,0.202138289809227,0.08038997650146484
7153,300,23.27,0.006093751173466444,0.4818389415740967,1.1278988576183717,0.6823574900627136,0.2287970930337906,0.08973455429077148
10190,400,30.37,-0.009871265850961208,0.9346631169319153,0.860171185208795,0.6820048689842224,0.16524721682071686,0.08349108695983887
13077,500,28.87,-0.026955777779221535,0.9330641031265259,0.7328407020851349,0.6758899092674255,0.17355042695999146,0.09068608283996582
15936,600,28.59,0.0011793627636507154,0.6650882959365845,1.0539240767868856,0.6703466176986694,0.184937983751297,0.09398770332336426
18996,700,30.6,-0.03189495578408241,0.5357759594917297,0.7944019332528114,0.6589490175247192,0.1624678075313568,0.08498740196228027
23258,800,42.62,-0.10415912419557571,0.6773619651794434,0.7131289310396217,0.6310088634490967,0.25339069962501526,0.0971076488494873
27645,900,43.87,-0.06878865510225296,0.6143207550048828,1.109986165057247,0.6332876682281494,0.20825150609016418,0.11945605278015137
32147,1000,45.02,-0.07940109819173813,0.6209397912025452,0.42557176296648624,0.6055529117584229,0.23413248360157013,0.09804177284240723
37252,1100,51.05,-0.11888182908296585,0.3880442678928375,0.5227889509871602,0.5918794870376587,0.2535690665245056,0.12790989875793457
42668,1200,54.16,-0.07909705489873886,0.33136221766471863,0.2534344795009739,0.5833819508552551,0.22773733735084534,0.13259625434875488
48609,1300,59.41,-0.048421747982501984,0.34568944573402405,0.29712011038015285,0.5680829286575317,0.24429206550121307,0.0880746841430664
54651,1400,60.42,-0.03366297110915184,0.20199702680110931,0.08516655983306312,0.5536975264549255,0.24241936206817627,0.10753941535949707
61422,1500,67.71,-0.017105575650930405,0.18870359659194946,0.09003990939963842,0.5438656806945801,0.2508741617202759,0.0981597900390625
68441,1600,70.19,-0.04569365829229355,0.14360471069812775,0.11891995106489048,0.5323781967163086,0.24988077580928802,0.11852335929870605
75763,1700,73.22,-0.0017550006741657853,0.15813523530960083,0.1530925722036045,0.5317100882530212,0.2241237908601761,0.10451030731201172
83359,1800,75.96,-0.04312223196029663,0.10839448869228363,0.08307377944001929,0.5280136466026306,0.2205399125814438,0.13405799865722656
91814,1900,84.55,-0.005546024534851313,0.13855460286140442,0.16586916561597415,0.5229811072349548,0.18820416927337646,0.2395610809326172
99549,2000,77.35,0.0013892519054934382,0.13114944100379944,0.14735124898352298,0.5246164202690125,0.2006964236497879,0.15522551536560059
108610,2100,90.61,-0.0009477240382693708,0.12371797114610672,0.2553131610931208,0.5149110555648804,0.1752493977546692,0.18763494491577148
118850,2200,102.4,-0.03461236134171486,0.11374073475599289,0.1400107310883944,0.5217238068580627,0.18390847742557526,0.1766977310180664
129483,2300,106.33,-0.038785845041275024,0.38827866315841675,0.6493698488688097,0.5250307321548462,0.1809108406305313,0.2964303493499756
140793,2400,113.1,-0.02999715879559517,0.6164234280586243,0.28069203399451603,0.5133580565452576,0.1784886121749878,0.3206329345703125
150397,2500,96.04,0.016240114346146584,0.5707806348800659,0.17141452165475737,0.5197746157646179,0.17482323944568634,0.29335880279541016
159968,2600,95.71,-0.031140757724642754,0.15615509450435638,0.08722937846917679,0.5238114595413208,0.16586697101593018,0.21970772743225098
169298,2700,93.3,-0.025006985291838646,0.26207900047302246,0.16657830074342808,0.5250719785690308,0.1994766891002655,0.30325937271118164
178867,2800,95.69,-0.012073124758899212,0.22884950041770935,0.09891036916330147,0.5168039798736572,0.1918802112340927,0.2038431167602539
188289,2900,94.22,-0.02855425328016281,0.20146499574184418,0.19816176883111894,0.5152265429496765,0.17854611575603485,0.14815974235534668
199808,3000,115.19,-0.0169712882488966,0.20854170620441437,0.06555340884394051,0.5042784810066223,0.15246936678886414,0.1763293743133545
