timesteps,episodes,mean_return,policy_loss,entropy
2592,100,25.92,-0.015740055590867996,0.6834871172904968
5834,200,32.42,-0.006616524886339903,0.6735707521438599
9179,300,33.45,-0.013130385428667068,0.6650147438049316
12850,400,36.71,-0.022538136690855026,0.6613597273826599
17076,500,42.26,-0.007364660035818815,0.6484073400497437
22130,600,50.54,-0.012686689384281635,0.6445580124855042
27856,700,57.26,-0.010368740186095238,0.6337791085243225
34496,800,66.4,-0.03200968727469444,0.6309955716133118
42512,900,80.16,-0.01334100030362606,0.6251994371414185
50703,1000,81.91,-0.004992777947336435,0.6193754076957703
61082,1100,103.79,-0.024366533383727074,0.6104733347892761
75450,1200,143.68,-0.0024952010717242956,0.613487958908081
89925,1300,144.75,-0.006721399258822203,0.6096763610839844
106198,1400,162.73,-0.0103463688865304,0.6052629947662354
123309,1500,171.11,-0.0075556435622274876,0.5977318286895752
142198,1600,188.89,-0.008406095206737518,0.5904414057731628
161056,1700,188.58,-0.007309239823371172,0.5938796997070312
183764,1800,227.08,-0.009047762490808964,0.5820645689964294
205569,1900,218.05,-0.011834674514830112,0.58447265625
231248,2000,256.79,-0.010404805652797222,0.5776253342628479
259025,2100,277.77,-0.0023766106460243464,0.5744709372520447
286461,2200,274.36,-0.0028800289146602154,0.5746769905090332
