timesteps,episodes,mean_return,policy_loss,rudder_loss,rudder_last_mse,entropy,value_diff_std
48497,100,-484.82,-0.008718574419617653,3.5123889446258545,5.047999824905401,1.0806134939193726,0.07392662018537521
92224,200,-436.68,-0.002409690525382757,2.834376573562622,4.215423319131757,1.058739185333252,0.05941793695092201
126981,300,-346.64,-0.013501451350748539,3.1294937133789062,3.4641367674645154,1.0335073471069336,0.10464078187942505
158700,400,-316.22,-0.11818309128284454,1.7327284812927246,1.3603746818417373,0.9945248961448669,0.16508740186691284
184111,500,-253.13,-0.10916288942098618,2.33988618850708,2.3089850952848794,0.9270889163017273,0.24901486933231354
