timesteps,episodes,mean_return,policy_loss,cat_loss,entropy,credit_weight_std
50000,100,-500.0,-0.0,9717.607421875,1.0955157279968262,0.0006075939163565636
100000,200,-500.0,-0.0,9525.0634765625,1.097090721130371,0.001103894435800612
150000,300,-500.0,-0.0,9390.119140625,1.0977171659469604,0.001910961582325399
200000,400,-500.0,-0.0,9304.466796875,1.09786057472229,0.0024367927107959986
