timesteps,episodes,mean_return,policy_loss,value_loss,entropy
11447,29,-394.1034482758621,-0.003737117707108458,75.93209340837267,1.0181035498778026
22135,81,-272.4074074074074,-0.00238525642392536,57.4616150326199,0.9692453460560905
32532,146,-170.32,0.005842361327571173,47.23669232262505,0.8224197013510598
43049,233,-122.56,0.0007831292589091592,22.466037220425076,0.6439865032831827
53471,330,-106.06,0.005023064660943217,13.129093355602688,0.5373218995001581
63931,433,-100.73,0.0016152833640161487,13.985411140653822,0.3905351120564673
74729,548,-92.97,-0.009984269298406111,11.539651844236586,0.31740599539544845
85205,665,-88.3,-0.011309652421106067,8.767671147982279,0.26287362600366276
95632,785,-87.1,-0.010626264304543534,12.830119106504652,0.2712196389006244
106167,899,-92.89,0.000986860314798024,10.245671961042616,0.2230824480454127
116657,1025,-83.01,-0.005026431340310309,10.447426517804464,0.1939148348238733
127062,1143,-88.18,0.0016553432473705874,12.204532596800062,0.17998261956704986
137556,1268,-82.33,-0.003549649561237958,6.5501845015419855,0.17793684121635225
147982,1393,-81.57,-0.0003668696153908968,9.449721336364746,0.14511388493701816
158529,1512,-86.35,-0.0018907829782822067,7.065458999739753,0.14848974015977648
168933,1634,-84.15,-0.016408823404668108,6.049890512600541,0.1565230140565998
179403,1756,-84.21,-0.003333389597375774,5.300122174951765,0.14607474145789942
189775,1877,-82.43,-0.007835582700661488,6.8001091082890825,0.1227218961964051
200182,1998,-83.97,0.005308796819816861,13.638573779000176,0.14026476960215303
