timesteps,episodes,mean_return,policy_loss,cat_loss,entropy,credit_weight_std
49891,100,-498.9,0.00023797359608579427,9500.771484375,1.089131474494934,0.0006136424490250647
99891,200,-500.0,0.000137360388180241,9249.76953125,1.0870652198791504,0.0011306499363854527
149891,300,-500.0,-0.0030648058746010065,9126.888671875,1.08451509475708,0.001526360516436398
199891,400,-500.0,-0.00021659278718288988,9046.9169921875,1.085747480392456,0.001612105523236096
