timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
8692,100,-180.44379015287603,-0.11223529279232025,0.6844499111175537,0.6879257357039024,1.371901273727417,0.04414178431034088
17131,200,-187.54550280415583,0.11790198087692261,1.0189591646194458,0.9312000833451748,1.3566879034042358,0.023712284862995148
25277,300,-169.95898575319367,-0.0025458931922912598,0.9108333587646484,0.7645879620841394,1.3434561491012573,0.04248186573386192
33249,400,-157.2701332077171,0.04107176512479782,0.4682455062866211,0.33771780637131693,1.3256111145019531,0.1388135552406311
41174,500,-167.3095181965547,-0.010294627398252487,0.3902825713157654,0.32140754160548873,1.3263789415359497,0.08953619003295898
49078,600,-148.30368691898647,-0.022397104650735855,0.367951363325119,0.471560661615149,1.328658103942871,0.08605577796697617
56980,700,-140.39857460124927,0.01082532200962305,0.3638835847377777,0.3813360958978592,1.3306697607040405,0.08675183355808258
64834,800,-137.37701457682914,0.08643317967653275,0.30307984352111816,0.12210582555847699,1.3367111682891846,0.07661289721727371
73096,900,-138.368458298864,-0.048726636916399,0.28299257159233093,0.25928199384684375,1.349380373954773,0.06961630284786224
81111,1000,-125.05946617074989,0.02986566722393036,0.5189371109008789,0.2833842256331991,1.3586424589157104,0.043355025351047516
89978,1100,-137.82461525467096,0.027672570198774338,0.5450609922409058,0.3332089036159838,1.3559963703155518,0.08020476996898651
98447,1200,-116.447673273278,0.018971772864460945,0.512123167514801,0.6236069004478243,1.352343201637268,0.056387729942798615
107326,1300,-136.64436783854381,-0.0017903344705700874,0.45944663882255554,0.5475588862139072,1.361999273300171,0.1022593155503273
116406,1400,-135.00720202044923,0.038162536919116974,0.5151951909065247,0.32670244779566626,1.3619585037231445,0.10467301309108734
126549,1500,-125.04602541941908,0.0559801384806633,0.6476444602012634,0.353692208440043,1.3607712984085083,0.04894908517599106
135933,1600,-119.95302545462283,-0.027575690299272537,0.43567293882369995,0.45618555628073715,1.3561158180236816,0.07835762947797775
145005,1700,-126.0486872861632,-0.04789862781763077,0.5018163323402405,0.2278167974325091,1.3602445125579834,0.07712704688310623
154445,1800,-114.50371014864324,-0.06621908396482468,0.6478751301765442,0.6163542264296363,1.3539015054702759,0.08927831053733826
164529,1900,-98.04099777261312,-0.03600168973207474,0.3436991572380066,0.4372107328107328,1.355299472808838,0.07639802247285843
175356,2000,-114.75751534818782,-0.05060042068362236,0.49063804745674133,0.3169716705005461,1.339415192604065,0.07402850687503815
186777,2100,-117.00848613385875,-0.1288381814956665,0.4351273775100708,0.394641020638907,1.3312572240829468,0.08932818472385406
199656,2200,-99.04567183602356,0.02821367047727108,0.3955402076244354,0.8076275859755697,1.3139410018920898,0.10203836858272552
