timesteps,episodes,mean_return,policy_loss,value_loss,entropy
12273,25,-490.84,-0.004436044281141626,78.91478432549371,1.0730833013852437
23489,59,-397.5593220338983,-0.004490294351449443,58.67559676700168,1.0183415810267131
34180,124,-222.47,-0.007447908710067471,47.75595845116509,0.7777035633722941
44753,212,-122.99,0.004922039127753426,23.892582840389675,0.5846400674846437
55488,318,-100.02,-0.002344974074124669,15.048918856514824,0.4784857862525516
66124,421,-102.92,-0.008020108125896918,17.124487002690632,0.40872224503093296
76749,535,-90.04,0.005671102126749854,15.540864520602756,0.3023134180241161
87315,653,-89.49,-0.004971131954031686,7.521386040581597,0.2899871447847949
97900,773,-88.27,0.001064773041030599,15.691396607293022,0.22941662040021685
108250,896,-83.4,-0.0005779908193896214,8.638037621974945,0.23496490882502663
118688,1017,-83.98,-0.0007216374182866679,8.93101574314965,0.21799341589212418
129392,1137,-89.09,-0.0009828559381680356,15.742885695563423,0.16489610448479652
139929,1253,-87.15,0.0004058296714598934,11.437267025311789,0.1469799911396371
150328,1374,-84.73,-0.003575187548348266,9.165216353204515,0.15446938450137773
160773,1492,-87.91,0.018874117250864703,10.219734721713596,0.1691816985193226
171211,1615,-83.58,0.0036961488529211944,10.452557974391514,0.1794707148025433
181717,1739,-84.02,0.0013983773274554147,10.950234850247702,0.1478388508160909
192210,1855,-90.14,-0.010527898583354222,7.505896104706658,0.14787952560517523
