timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2246,100,22.46,-0.03496251255273819,1.2166402339935303,1.0452802836429327,0.6885918974876404,0.12236498296260834,0.07411575317382812
4288,200,20.42,0.04830728843808174,0.8881294131278992,0.9564071818052374,0.6847772002220154,0.17882363498210907,0.06846976280212402
6642,300,23.54,-0.01175011321902275,0.5931737422943115,0.7129533002773921,0.6897162199020386,0.16945169866085052,0.07366943359375
9123,400,24.81,-0.059750426560640335,1.4842325448989868,0.9897335532724052,0.6843814253807068,0.1966065913438797,0.09814834594726562
11715,500,25.92,0.004519237671047449,0.9455572962760925,1.2354424836114049,0.6842861771583557,0.1819138079881668,0.0692739486694336
14985,600,32.7,-0.07993101328611374,1.8386518955230713,1.439819880699118,0.6626196503639221,0.25584185123443604,0.09249114990234375
18714,700,37.29,-0.09335248917341232,1.3812384605407715,1.236507918984959,0.654512882232666,0.3329530656337738,0.09315156936645508
23456,800,47.42,-0.12198434770107269,1.1377012729644775,1.0547868402092717,0.6350889205932617,0.4026431739330292,0.0962986946105957
27969,900,45.13,-0.07397645711898804,0.6358527541160583,0.342947853244065,0.6239866018295288,0.36250969767570496,0.10785365104675293
33011,1000,50.42,-0.07156683504581451,1.549536943435669,0.8283591455469529,0.6179017424583435,0.35648977756500244,0.12829041481018066
38409,1100,53.98,-0.0780477374792099,1.51025390625,0.7659128227892021,0.6075763702392578,0.36806637048721313,0.11081242561340332
44560,1200,61.51,-0.07066243886947632,0.6388481855392456,0.3366128766665497,0.5947766304016113,0.35077103972435,0.12380838394165039
51443,1300,68.83,-0.06084839627146721,1.857533574104309,0.7808388910951181,0.5835611820220947,0.3042767643928528,0.25005054473876953
58866,1400,74.23,-0.03167938441038132,0.42851847410202026,0.17611073225270957,0.5894094705581665,0.3184112012386322,0.12257719039916992
66750,1500,78.84,-0.029601721093058586,0.9698168039321899,0.3544417897084107,0.582240879535675,0.34192579984664917,0.1825423240661621
75882,1600,91.32,-0.04615435376763344,0.7809643149375916,0.40953867677041367,0.5755394101142883,0.31917181611061096,0.2262430191040039
86594,1700,107.12,-0.02947319857776165,0.7310903668403625,0.3793069369485844,0.585440993309021,0.3243224024772644,0.25217270851135254
98531,1800,119.37,-0.029741346836090088,0.9114071130752563,0.6187609219846005,0.5908174514770508,0.31081560254096985,0.4094560146331787
110848,1900,123.17,-0.005869857035577297,0.7939547896385193,0.523275961762071,0.5827106237411499,0.28653594851493835,0.5720279216766357
122020,2000,111.72,-0.01561638992279768,0.7644724249839783,0.7170120538212359,0.5866731405258179,0.31193214654922485,0.3299367427825928
132197,2100,101.77,-0.01646583154797554,0.6171777844429016,0.6628779204848494,0.5836591124534607,0.31203556060791016,0.4456746578216553
142464,2200,102.67,0.00644686259329319,0.5363059639930725,1.0340957230461452,0.5804608464241028,0.26516610383987427,0.2802774906158447
152377,2300,99.13,0.008428817614912987,0.4743889272212982,0.8148079904489957,0.5810665488243103,0.2680208086967468,0.30736541748046875
162015,2400,96.38,-0.021224245429039,0.7646210789680481,1.0599141819635407,0.5899972915649414,0.2747340500354767,0.316608190536499
171486,2500,94.71,-0.019698677584528923,0.5156764388084412,0.5156844364285159,0.58392733335495,0.2503417134284973,0.25316309928894043
180662,2600,91.76,-0.06435291469097137,0.4082525670528412,0.5191262251988519,0.5789941549301147,0.22322943806648254,0.20685911178588867
190608,2700,99.46,0.00922765489667654,0.5616588592529297,0.5484040741073841,0.5892163515090942,0.2226920872926712,0.3014988899230957
200505,2800,98.97,-0.03599435091018677,0.5704357028007507,0.5420706604976052,0.5805084109306335,0.22041688859462738,0.2200489044189453
