timesteps,episodes,mean_return,policy_loss,rudder_loss,rudder_last_mse,entropy,value_diff_std
9092,100,-178.92512305819403,0.006065143272280693,0.8293959498405457,0.8163831906507194,1.3808192014694214,0.06195728853344917
18111,200,-195.21644061682997,-0.004462577868252993,1.1782230138778687,1.1407488151569851,1.3772163391113281,0.03738068416714668
28096,300,-178.45359124014902,-0.11555683612823486,1.4374468326568604,1.4601624804956372,1.3667665719985962,0.04778096824884415
37124,400,-171.376563235175,-0.15886734426021576,1.0666863918304443,1.0336496706586331,1.3349692821502686,0.037472229450941086
46120,500,-165.24349755791602,-0.11310708522796631,0.8923903107643127,0.8450712723900021,1.3079097270965576,0.02674386464059353
54882,600,-179.59270982606952,-0.31602686643600464,0.9988147020339966,0.9692618371530747,1.2646135091781616,0.04480018466711044
63639,700,-163.77763419555563,-0.3871465027332306,0.3843153715133667,0.3641546020943982,1.1884101629257202,0.07739046216011047
71991,800,-145.0459195765232,-0.007414903026074171,0.2931758761405945,0.28057900958511556,1.0723942518234253,0.03197789192199707
80480,900,-160.55043871532035,-0.27361318469047546,0.8622450828552246,0.7361553212239718,1.0813089609146118,0.03577245771884918
88757,1000,-141.53637429086132,-0.40455999970436096,0.8047804236412048,0.6861998261030142,1.0344047546386719,0.06369344890117645
97867,1100,-172.0197092593172,-0.6049368381500244,0.6230934858322144,0.5448671718671297,0.952651858329773,0.10310868173837662
106450,1200,-135.19241748900419,-0.1239602342247963,0.4767422080039978,0.43245333886055354,0.8842509984970093,0.05864965543150902
115297,1300,-146.2038899777305,0.15272583067417145,0.5452414751052856,0.47278933886749047,0.8733697533607483,0.034162264317274094
124395,1400,-162.0498916662185,-0.13035047054290771,0.527248203754425,0.496774547919631,0.9190753102302551,0.06877735257148743
134068,1500,-174.4870290251776,-0.07974123954772949,0.45875805616378784,0.25300481764073435,0.9379618763923645,0.14159370958805084
143724,1600,-164.97402557759182,-0.14411687850952148,0.5685374140739441,0.3015869799050658,0.9504266977310181,0.14299392700195312
153162,1700,-136.1065191258806,0.12616492807865143,0.37767493724823,0.24017634274835775,0.9244090914726257,0.10625045001506805
162630,1800,-145.43288559179646,-0.08195146173238754,0.36132171750068665,0.2612621471790286,0.9211207628250122,0.1239766776561737
172102,1900,-137.33381337088517,0.0005577226402238011,0.28372475504875183,0.12582786110554783,0.9213758707046509,0.11839088052511215
181502,2000,-143.40568556405321,0.2152530699968338,0.4391878843307495,0.14290417064469996,0.8982474207878113,0.09456080943346024
191072,2100,-136.50536621435177,-0.10104621946811676,0.2940736413002014,0.13040689988580803,0.911771297454834,0.13166995346546173
200065,2200,-144.15898035812572,0.07614468038082123,0.3661603331565857,0.22234954405090926,0.8827872276306152,0.1154627799987793
