timesteps,episodes,mean_return,policy_loss,entropy
8535,100,-169.375901042562,-0.002183035248890519,1.3759193420410156
17168,200,-159.61403947300357,-0.0037358931731432676,1.3724441528320312
26700,300,-139.10777251574123,-0.005277696065604687,1.3715949058532715
35211,400,-149.0037851758019,-0.00034379144199192524,1.3721426725387573
43804,500,-131.55293378500718,0.009799464605748653,1.3750712871551514
52494,600,-145.4452142988006,-0.0022901566699147224,1.3743985891342163
60976,700,-133.73636221499012,-0.003220794489607215,1.3772611618041992
69545,800,-132.010688050577,-0.0005990691715851426,1.3780351877212524
78511,900,-134.39574202588935,0.0004905690439045429,1.3750693798065186
87215,1000,-131.3963688237934,0.008883262053132057,1.37627375125885
96451,1100,-144.8107618846508,-0.005436721723526716,1.3696707487106323
105249,1200,-125.02777606033099,-0.0011041414691135287,1.365586280822754
114379,1300,-125.84787792597183,-0.006338913459330797,1.3730487823486328
123688,1400,-124.53891153058366,0.022915001958608627,1.3631795644760132
133828,1500,-120.71288924161634,0.001421596622094512,1.3754535913467407
143942,1600,-124.11360706494129,0.011611372232437134,1.3714556694030762
153055,1700,-113.93845502179413,-0.004400619305670261,1.363680124282837
162408,1800,-120.73161884022433,-0.002747843973338604,1.3597749471664429
172019,1900,-107.15706875780015,-0.00813981145620346,1.3693761825561523
181928,2000,-108.49283060565736,0.008450991474092007,1.348775029182434
191835,2100,-116.06457553978139,-0.00044551718747243285,1.3436392545700073
