timesteps,episodes,mean_return,policy_loss,value_loss,entropy
10431,114,-154.8123018463616,-0.0024093413764300444,417.43966632419165,1.3674030138386621
21059,211,-152.4223843127635,-0.007507958953889708,432.3907347785102,1.2741873694790735
31913,290,-116.8971826606061,-0.004952883580699563,363.0332260131836,1.1973850429058075
43301,342,-103.05099878317773,0.0007713158718413777,241.741583082411,1.190831247303221
54435,397,-85.86492647909567,-0.012272235187184479,196.34526909722223,1.130007141166263
65600,438,-52.903625184446966,0.0028066468528575366,69.53829775916205,1.1761300729380713
78133,477,-35.54729802046201,-0.0033468057517893612,80.87373685836792,1.165891058743
90492,503,-25.36286463494992,-0.004881768095815046,51.35052758997137,1.1120252473787828
102273,524,-29.053739386762217,-0.0012143672327511012,95.89083013534545,1.0413838833570481
115000,541,-23.853946181901343,-0.0034947565937828687,40.4058043162028,1.0064029379023447
127980,558,-2.4729817868003914,-0.0039611242633933825,32.70254500706991,0.9717910066246986
141085,573,10.970816041129526,-0.007443672419123521,41.22083370252089,0.9855912883173336
155817,589,20.538959574914653,-0.000695413060990783,6.941793402036031,0.9252077105144659
169015,604,39.80399157283033,-0.006601734489033168,27.156485644253817,0.9450713707642122
181599,619,49.60136412403339,-0.0040912972530350086,29.102164578437804,0.973124261200428
194895,635,62.572492727904134,-0.00249445557128638,69.59695391654968,0.9183105528354645
