timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2429,100,24.29,0.0002533839433453977,0.7265389561653137,0.651244158235689,0.6903973817825317,0.13441306352615356,0.07474040985107422
4900,200,24.71,-0.02902360074222088,0.7243852019309998,1.108835681892621,0.6884030699729919,0.14594584703445435,0.06998586654663086
7506,300,26.06,-0.02827668935060501,0.7103536128997803,0.8367529246529254,0.6812161207199097,0.15800915658473969,0.07598519325256348
10489,400,29.83,-0.024876704439520836,0.6954459547996521,1.0359242083504796,0.6703076362609863,0.16848613321781158,0.07106661796569824
14035,500,35.46,-0.08052486181259155,0.5891715288162231,0.6862923903604193,0.6614640951156616,0.21151134371757507,0.09349608421325684
17948,600,39.13,-0.10637643933296204,0.518839955329895,0.43517770438144604,0.6444202065467834,0.22809407114982605,0.07866168022155762
22502,700,45.54,-0.0830310806632042,0.6799631118774414,0.5571104208667141,0.6403837203979492,0.25392016768455505,0.08745121955871582
27873,800,53.71,-0.07535925507545471,0.38725927472114563,0.4613587151082659,0.6085209846496582,0.23905734717845917,0.0921018123626709
33384,900,55.11,-0.029757849872112274,0.4062557518482208,0.25246373650503906,0.608970046043396,0.23404459655284882,0.09720206260681152
39638,1000,62.54,-0.03914685174822807,0.24594126641750336,0.18920747505578675,0.5938067436218262,0.19006593525409698,0.1055903434753418
45883,1100,62.45,-0.048923060297966,0.18817293643951416,0.11840861493789513,0.5775120854377747,0.22074027359485626,0.10415363311767578
52556,1200,66.73,-0.04328416287899017,0.19562071561813354,0.22630344036927758,0.5778304934501648,0.2221965193748474,0.12714934349060059
59616,1300,70.6,-0.04124787077307701,0.26689982414245605,0.1641631155963599,0.5629723072052002,0.20683932304382324,0.1870250701904297
66200,1400,65.84,-0.04828163608908653,0.125258669257164,0.09768131399832783,0.559724748134613,0.2266235649585724,0.12853503227233887
74342,1500,81.42,0.00634392024949193,0.12027822434902191,0.08859655111230798,0.5617797374725342,0.16871333122253418,0.21058320999145508
82697,1600,83.55,-0.01911301165819168,0.2436470091342926,0.15643172586569562,0.553207516670227,0.2000197023153305,0.1634819507598877
91977,1700,92.8,-0.04711979255080223,0.17672868072986603,0.2055546165443957,0.5503512620925903,0.16332437098026276,0.18155622482299805
103576,1800,115.99,-0.01994815468788147,0.38173389434814453,0.41925376976141704,0.5433943867683411,0.13290421664714813,0.39699554443359375
116620,1900,130.44,-0.0016675079241394997,0.8879607319831848,0.7533895777213426,0.543609082698822,0.12266664206981659,0.35735583305358887
128283,2000,116.63,-0.016563450917601585,0.526845395565033,0.5068511211002866,0.5493727922439575,0.1228392943739891,0.29604578018188477
142755,2100,144.72,-0.031779222190380096,0.4349232017993927,0.6573566747984538,0.5489718317985535,0.11381961405277252,0.31250643730163574
157542,2200,147.87,-0.01718829572200775,0.33773648738861084,0.4971499208981792,0.5463148355484009,0.13057608902454376,0.36112022399902344
172249,2300,147.07,0.0020291334949433804,1.4706509113311768,0.8242368025394777,0.5431770086288452,0.12730535864830017,0.47962212562561035
187950,2400,157.01,0.009224778972566128,1.2534888982772827,1.1535668423088887,0.5468481183052063,0.13531902432441711,0.5716423988342285
