timesteps,episodes,mean_return,policy_loss,value_loss,entropy
10450,107,-162.88331039862504,-0.0006228829669352206,660.2299033270942,1.3623588913016849
21081,214,-153.57807599606224,-0.0008795208608110746,506.7627690633138,1.3197336329354181
31580,309,-151.8690724642525,-0.02908848342485726,304.5721507602268,1.2602849635812972
41995,385,-159.9436278381418,-0.009703731914568279,165.05873934427896,1.2780036926269531
52516,463,-132.7263463482923,-0.0017901594854063457,219.93579737345377,1.2245611581537459
64023,527,-120.88171349678909,-0.0033947070801837575,204.8198856777615,1.1120434039168887
75219,571,-122.39742779018445,-0.0038252302523081503,267.4006627400716,1.0825444592369928
87660,615,-85.76566238206584,-0.00752740249542209,112.39365688959758,1.1224298675855
98837,644,-65.06838775014077,-0.010437911981716752,62.24032564163208,1.1896867841482162
110660,676,-41.75952273352192,-0.0002596952059927086,109.53048430548773,0.9752442604965634
122374,697,-33.34004702466419,-0.0036911030765622854,24.43757798274358,1.0711203515529633
135543,715,-18.962636070873383,-0.003373304657130079,36.633516485040836,1.0716383023695513
148742,734,0.34439866315159,-0.0030211355964032314,21.18498174349467,0.9141390634079775
161792,751,23.14490980769961,-0.005619059025775641,9.112507353226343,0.9140272376437982
174378,771,31.332506718231166,-0.0023879837562245402,62.724455920132726,0.9637450074607675
188146,787,49.95653198761606,0.002060251386137679,27.50158393383026,0.9003151208162308
201907,804,51.32044267753574,-0.008463483399034223,29.946976509961214,1.0616265589540654
