timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2564,100,25.64,-0.002360236132517457,1.2333753108978271,1.2907050613934794,0.690156102180481,0.14951540529727936,0.07202792167663574
4793,200,22.29,0.015902556478977203,0.9044395685195923,1.0469257512440284,0.6895296573638916,0.16336636245250702,0.0816950798034668
7203,300,24.1,0.004263065289705992,1.1225416660308838,1.0080777930716673,0.6901852488517761,0.15013845264911652,0.07882308959960938
9756,400,25.53,-0.012703131884336472,0.6009005308151245,0.6901804953813553,0.6865267157554626,0.16474635899066925,0.07897138595581055
12539,500,27.83,-0.02830960974097252,2.2086472511291504,0.8142187145849069,0.6783552169799805,0.2088024616241455,0.10260343551635742
15708,600,31.69,-0.06469406187534332,1.4710478782653809,0.5653501254389994,0.6739686727523804,0.21378010511398315,0.090850830078125
19078,700,33.7,-0.09866411983966827,0.529443621635437,0.44610435094994805,0.6590525507926941,0.2957274317741394,0.08983254432678223
23621,800,45.43,-0.07115750759840012,1.6249982118606567,0.8524062046708423,0.6503465175628662,0.23786965012550354,0.12064743041992188
28625,900,50.04,-0.09107297658920288,0.9529567360877991,0.7546148996567353,0.6312147974967957,0.25416532158851624,0.11188101768493652
33612,1000,49.87,-0.09578132629394531,0.8994738459587097,0.7249230143070842,0.6142695546150208,0.28615468740463257,0.13368844985961914
39779,1100,61.67,-0.07698620855808258,0.9341840744018555,0.5405769321097371,0.6030904054641724,0.29801902174949646,0.1470651626586914
47119,1200,73.4,-0.033744554966688156,0.775081992149353,0.47928432285164796,0.5929318070411682,0.27753838896751404,0.14903688430786133
55446,1300,83.27,-0.035545554012060165,1.4073139429092407,1.024222401191946,0.5986331701278687,0.2970501482486725,0.2774834632873535
68629,1400,131.83,-0.04239421710371971,1.0565056800842285,0.8060866749845446,0.6000103950500488,0.270790159702301,0.6096549034118652
84191,1500,155.62,-0.029644673690199852,1.1941975355148315,1.5649381963846585,0.6065789461135864,0.2198866903781891,0.8557629585266113
98249,1600,140.58,-0.014004405587911606,0.791824221611023,1.514391516886341,0.5978915095329285,0.2600587010383606,0.783038854598999
110090,1700,118.41,-0.021329395473003387,0.7408693432807922,1.432132459321292,0.5994491577148438,0.23680618405342102,0.831719160079956
121452,1800,113.62,-0.01782125234603882,0.6674826145172119,1.2116473488761887,0.5959869623184204,0.25904300808906555,0.5709187984466553
132911,1900,114.59,-0.013853793032467365,0.8393301367759705,1.3266469643373664,0.6010198593139648,0.24012942612171173,0.4787590503692627
143291,2000,103.8,-0.03829106315970421,0.4667218327522278,0.9263145578404267,0.5855087637901306,0.3110925257205963,0.3637363910675049
151856,2100,85.65,0.012079495005309582,0.6672703623771667,0.6202562982216477,0.6072371006011963,0.24219296872615814,0.3836040496826172
159536,2200,76.8,0.005665217526257038,0.5124282240867615,0.45190626263308026,0.6048903465270996,0.24199260771274567,0.2522590160369873
166339,2300,68.03,-0.008421440608799458,0.6117793321609497,0.7568759461709609,0.6265724897384644,0.2438231110572815,0.20168352127075195
172375,2400,60.36,-0.0309262927621603,0.4956294596195221,0.30582811805652454,0.6295415759086609,0.21405567228794098,0.13885951042175293
178708,2500,63.33,-0.06890179961919785,0.4271475672721863,0.33992494156458025,0.6218360066413879,0.2244357019662857,0.16506123542785645
186728,2600,80.2,-0.0854303315281868,0.5393844842910767,0.5817549532900254,0.5997239351272583,0.22081071138381958,0.18225860595703125
198226,2700,114.98,-0.08086015284061432,0.7167572975158691,0.7156155866958822,0.5893341302871704,0.19127468764781952,0.36966657638549805
