timesteps,episodes,mean_return,policy_loss,rudder_loss,rudder_last_mse,entropy,value_diff_std
2455,100,24.55,-0.014607354998588562,1.1840401887893677,1.450956808278958,0.6911206841468811,0.14855435490608215
4865,200,24.1,-0.054186053574085236,0.4071236252784729,0.34459345291058224,0.6830394864082336,0.10164305567741394
7519,300,26.54,-0.03012101538479328,1.259265422821045,0.6303970415145159,0.6769653558731079,0.10222874581813812
10546,400,30.27,-0.06100797653198242,1.1318813562393188,1.3090021172936153,0.6670696139335632,0.14367003738880157
14078,500,35.32,-0.0672854408621788,0.7650049328804016,1.2792529404629023,0.6566188335418701,0.12366287410259247
18422,600,43.44,-0.06094241514801979,1.4152740240097046,2.0270718707392614,0.6489471197128296,0.1484156847000122
22583,700,41.61,-0.037894438952207565,0.713525652885437,1.1234612648685773,0.631858229637146,0.13639496266841888
26952,800,43.69,-0.13881799578666687,0.6854684352874756,0.8374387242352289,0.6173220276832581,0.17453736066818237
32068,900,51.16,-0.08203988522291183,1.2254210710525513,0.9623232618800103,0.6102011799812317,0.22235499322414398
37590,1000,55.22,-0.07591541111469269,1.327843189239502,0.8772109634941444,0.6094704270362854,0.23705895245075226
43636,1100,60.46,-0.045316487550735474,0.48882222175598145,0.40705519809174195,0.5926844477653503,0.2247547209262848
50286,1200,66.5,-0.05775260552763939,0.4890158772468567,0.2649027582956478,0.5801085233688354,0.2635974586009979
57920,1300,76.34,-0.0408310629427433,0.8384313583374023,0.47630012542589006,0.5717266798019409,0.2863401770591736
66265,1400,83.45,-0.051267415285110474,0.6614915132522583,0.4271043839553992,0.5728153586387634,0.25513744354248047
77154,1500,108.89,-0.0365162156522274,0.8046912550926208,0.4965641025946146,0.5647332072257996,0.2571009695529938
89642,1600,124.88,-0.05072164535522461,0.5446465611457825,0.574814346828498,0.5596213936805725,0.22646185755729675
102932,1700,132.9,-0.02889404259622097,0.4776560366153717,0.5668327013384745,0.565848708152771,0.24987928569316864
116041,1800,131.09,-0.018410786986351013,0.39105790853500366,0.547730185999535,0.5609462857246399,0.2498018443584442
129002,1900,129.61,-0.005925032775849104,0.5191073417663574,0.9340227950985233,0.5676801204681396,0.20691367983818054
142474,2000,134.72,-0.008630070835351944,0.4083687365055084,0.7017380684303741,0.5671434998512268,0.20796231925487518
154069,2100,115.95,-0.023887084797024727,0.3338342308998108,0.3754494050005936,0.5742264986038208,0.17962627112865448
165206,2200,111.37,-0.01094524934887886,0.6708465814590454,0.6143711121442418,0.5730775594711304,0.15801513195037842
176504,2300,112.98,-0.006995858624577522,0.6185144782066345,0.6481544237722119,0.5729853510856628,0.12786316871643066
187177,2400,106.73,-0.0068970127031207085,0.5483806729316711,0.6422862805998496,0.5785945653915405,0.12987744808197021
198839,2500,116.62,-0.0033370000310242176,0.6831799745559692,0.5676844738423824,0.5695741772651672,0.14816659688949585
