timesteps,episodes,mean_return,policy_loss,entropy
9251,100,-172.32021086505253,0.00610296381637454,1.382427453994751
18541,200,-185.5153314703656,0.002835786435753107,1.3825017213821411
27701,300,-161.4348571430927,-0.0005242004408501089,1.3819646835327148
36758,400,-149.91943907930255,-0.003725039539858699,1.379665732383728
46116,500,-139.1064497845507,0.004821497481316328,1.3790700435638428
55302,600,-133.36358375270788,-0.010829629376530647,1.3800506591796875
64719,700,-139.27697245058337,-0.0031009686645120382,1.3750979900360107
74127,800,-124.22334581223056,0.007686594035476446,1.3713712692260742
83779,900,-127.88946456738508,-0.011377092450857162,1.371078372001648
93145,1000,-132.7526989916347,-0.003556292038410902,1.3771113157272339
103340,1100,-116.03360478583943,-0.0038494353648275137,1.375763177871704
113735,1200,-108.49708508177739,-0.0018163768108934164,1.3697702884674072
123415,1300,-116.017691593245,0.0006103776395320892,1.3716466426849365
133367,1400,-116.75987983392089,-0.00022841131431050599,1.3602710962295532
143702,1500,-122.48575936504908,-0.008164899423718452,1.3492436408996582
154367,1600,-118.01252289558828,-0.001756116165779531,1.3400921821594238
165018,1700,-112.8005650336923,0.015979649499058723,1.3339234590530396
176100,1800,-111.77726300822496,0.01281364168971777,1.3193206787109375
186860,1900,-110.45658716787437,-0.010361933149397373,1.32880699634552
197589,2000,-110.49000209384603,0.010594326071441174,1.3208847045898438
