timesteps,episodes,mean_return,policy_loss,rudder_loss,rudder_last_mse,entropy,value_diff_std
8456,100,-157.36423821804192,-0.06672012805938721,0.7750645875930786,0.7147847939321461,1.3733742237091064,0.08951248973608017
17868,200,-191.12766836918243,-0.007035536225885153,0.9220210313796997,0.9845773948822171,1.3581990003585815,0.05523529648780823
26285,300,-202.09980129823592,-0.004950629081577063,0.8858554363250732,0.7745751271024346,1.3476204872131348,0.16484203934669495
34650,400,-176.6509121736225,-0.09068236500024796,0.4815530478954315,0.39101302562727747,1.3383454084396362,0.1371246874332428
43051,500,-161.94052038947405,-0.04375375807285309,0.5385655164718628,0.44644798649824224,1.3106414079666138,0.05902436748147011
51873,600,-147.47358858383143,-0.07249820977449417,0.7505244016647339,0.6676327060575811,1.2854888439178467,0.10750389099121094
59618,700,-151.28794537592867,-0.04706084355711937,0.419208824634552,0.3290926825584999,1.2594702243804932,0.10105985403060913
67154,800,-133.69753093669195,-0.053171586245298386,0.35436031222343445,0.2848654549471879,1.208605408668518,0.0597795769572258
74725,900,-136.85649907476906,-0.05868145450949669,0.46145743131637573,0.36703895454241625,1.169407606124878,0.07310046255588531
81978,1000,-140.03608243602108,-0.003127188188955188,0.31364303827285767,0.23816900987949338,1.130638599395752,0.07897626608610153
89715,1100,-146.81408198534632,-0.13391536474227905,0.3046385943889618,0.2762799514234454,1.1019699573516846,0.11079932749271393
96984,1200,-130.38688102729841,0.03190202638506889,0.45861414074897766,0.3354697689579439,1.054255723953247,0.07046785950660706
104402,1300,-133.21227838311927,-0.007318756077438593,0.28814342617988586,0.1949434745273417,1.0427190065383911,0.08767221868038177
111824,1400,-133.98435505558348,-0.008417943492531776,0.12870152294635773,0.11020637915485926,1.0928237438201904,0.10049814730882645
119410,1500,-130.41462484960127,-0.059327173978090286,0.3629709482192993,0.2437396969298258,1.1366009712219238,0.0784941166639328
126874,1600,-131.6807967028929,-0.14844579994678497,0.29152339696884155,0.1258413046753655,1.1191171407699585,0.0862950012087822
134205,1700,-129.65275302441728,-0.04124061018228531,0.2709135413169861,0.15688248143997044,1.0384687185287476,0.09821472316980362
141538,1800,-122.30007310514941,0.08379258960485458,0.1524234116077423,0.1307479489342465,0.9645816087722778,0.08728912472724915
148853,1900,-122.91496738388214,0.09025711566209793,0.3075294494628906,0.18178194902029646,0.9919369220733643,0.066783107817173
156400,2000,-127.97558040946686,-0.10259123891592026,0.4009433388710022,0.2802601172372003,1.0763380527496338,0.08055547624826431
164153,2100,-118.68402365450527,-0.0492432601749897,0.26952823996543884,0.23405577116463974,1.115003228187561,0.058334533125162125
171852,2200,-121.74164415154752,-0.08902526646852493,0.3793545365333557,0.28089936067990495,1.1213494539260864,0.09428498148918152
180010,2300,-120.51456400797879,0.026278842240571976,0.2316034734249115,0.15174086077361912,1.1076703071594238,0.0795712023973465
188145,2400,-117.13123614601761,0.04369201511144638,0.23260809481143951,0.18049618952985233,1.1219408512115479,0.07250534743070602
196614,2500,-127.0604854785905,-0.07703694701194763,0.566348135471344,0.3625803496746812,1.1546399593353271,0.07718443125486374
