timesteps,episodes,mean_return,policy_loss,predictor_loss,predictor_last_mse,entropy,value_diff_std
2154,100,21.54,0.03848843276500702,1.4309347867965698,1.5483668422947328,0.6890902519226074,0.0685863345861435
4723,200,25.69,-0.014715262688696384,2.4799320697784424,2.3554551429425676,0.6895388960838318,0.1281445175409317
7057,300,23.34,0.062145981937646866,0.8827856779098511,1.5660916187490026,0.6812740564346313,0.04937567934393883
9915,400,28.58,-0.017958438023924828,0.8383150100708008,0.7492124155784646,0.676773190498352,0.07898063212633133
13153,500,32.38,-0.08139705657958984,1.9210540056228638,2.50270976741643,0.6735524535179138,0.07684798538684845
16603,600,34.5,-0.07761590927839279,0.9147170782089233,0.8693913130885146,0.6633723378181458,0.07252586632966995
20684,700,40.81,-0.07916323095560074,1.1408393383026123,1.7595534766480947,0.6549641489982605,0.07258666306734085
24771,800,40.87,-0.08913522958755493,0.8679319024085999,0.6160900954157114,0.6393479108810425,0.06984014809131622
29151,900,43.8,-0.10422168672084808,0.8772724866867065,0.6476938955835067,0.6267085671424866,0.08194033056497574
34751,1000,56.0,-0.10222333669662476,1.0722359418869019,1.188820787303848,0.6187762022018433,0.08773081004619598
40112,1100,53.61,-0.10114648193120956,0.5973376631736755,0.9186596085627874,0.6026343107223511,0.10814782232046127
45610,1200,54.98,-0.11361776292324066,0.8464775085449219,1.3343112340883938,0.6002038717269897,0.09888358414173126
52514,1300,69.04,-0.10378001630306244,0.6056945323944092,0.3229766683264946,0.575474202632904,0.07025568187236786
59036,1400,65.22,-0.09905407577753067,0.6144647002220154,0.4300698176026344,0.5671655535697937,0.10159984230995178
65460,1500,64.24,-0.06674078106880188,0.6481656432151794,0.30616837121245527,0.5633876323699951,0.0822049081325531
72788,1600,73.28,-0.03608854487538338,0.7086199522018433,0.5736999654046182,0.5714388489723206,0.10094776004552841
81446,1700,86.58,-0.07119565457105637,0.9677997827529907,0.6631050956901163,0.5598363876342773,0.11830230802297592
91104,1800,96.58,-0.07730083912611008,0.693440318107605,0.29626876885692277,0.5609831213951111,0.14171366393566132
103730,1900,126.26,-0.04487666115164757,0.6696406602859497,0.6833278504340948,0.5639902353286743,0.12902094423770905
116354,2000,126.24,-0.04250148683786392,0.42396706342697144,0.40631986236354956,0.562196671962738,0.13497550785541534
129856,2100,135.02,-0.06666240841150284,0.5823715329170227,0.6446561270715999,0.563170850276947,0.14427556097507477
143815,2200,139.59,-0.06678558140993118,0.4065382182598114,0.3555926053940008,0.557471513748169,0.12865345180034637
159058,2300,152.43,-0.05101335421204567,0.41958343982696533,0.7388243050891712,0.5567551255226135,0.15110577642917633
175071,2400,160.13,-0.02665814571082592,0.35143446922302246,0.35260743024021696,0.5529375076293945,0.11679963022470474
192433,2500,173.62,-0.025140302255749702,0.4470129609107971,0.366271394159412,0.5512680411338806,0.12411029636859894
