timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,credit_mean,credit_std,credit_sparsity,update_time
2037,100,20.37,0.0307619608938694,0.6115413904190063,0.26654380180771114,0.6811590194702148,-0.0023125167936086655,0.04972027987241745,0.7684632539749146,0.18770074844360352
4253,200,22.16,-0.005003690719604492,1.4252424240112305,0.7662077093496918,0.6889346837997437,-0.01209180150181055,0.08196328580379486,0.8148014545440674,0.20019292831420898
6272,300,20.19,-0.014378783293068409,0.7657226324081421,0.7136011032601043,0.6901531219482422,-0.012183249928057194,0.1016741394996643,0.7257065773010254,0.1935420036315918
8316,400,20.44,-0.012821524403989315,0.7965536117553711,0.5969438784134885,0.6849247813224792,-0.008432394824922085,0.08189968764781952,0.7347635626792908,0.22962474822998047
10489,500,21.73,-0.0017302685882896185,0.4159582555294037,0.27557355825265406,0.6794123649597168,-0.01606440171599388,0.10954254120588303,0.7171536087989807,0.20220065116882324
12532,600,20.43,0.001758107915520668,0.24259227514266968,0.20163477343545916,0.6791104078292847,-0.029851311817765236,0.09566881507635117,0.5890679359436035,0.21598172187805176
14469,700,19.37,-0.07932791113853455,0.3072052001953125,0.1590740941101103,0.6730290055274963,-0.016360554844141006,0.07012774795293808,0.5445718765258789,0.20376348495483398
16461,800,19.92,0.009805136360228062,0.5926160216331482,0.11063913217246106,0.6719456315040588,-0.021095221862196922,0.09385286271572113,0.5531086921691895,0.18967032432556152
18673,900,22.12,0.00376039557158947,1.0360509157180786,0.3163407806244019,0.677282452583313,-0.029329992830753326,0.1372087150812149,0.6107491850852966,0.18526482582092285
20976,1000,23.03,0.020108146592974663,0.5001305937767029,0.11640557864508688,0.6789547801017761,-0.03182686120271683,0.13043363392353058,0.6574704051017761,0.21362853050231934
23334,1100,23.58,0.001820844248868525,0.3143709897994995,0.12771256625128444,0.6816208362579346,-0.02840760163962841,0.12490382045507431,0.6116077899932861,0.20563435554504395
25696,1200,23.62,-0.022867850959300995,0.5076728463172913,0.4014459709326426,0.6843582391738892,-0.026561880484223366,0.11686870455741882,0.5930013656616211,0.20202159881591797
27844,1300,21.48,0.007746265735477209,0.39928361773490906,0.12660694172103223,0.6791735887527466,-0.0495777353644371,0.1604042649269104,0.6013922691345215,0.22083663940429688
30042,1400,21.98,-0.006607827264815569,0.6449744701385498,0.12764472355290005,0.6772816777229309,-0.049851033836603165,0.16011202335357666,0.5608363151550293,0.19658350944519043
32512,1500,24.7,-0.008136649616062641,0.3940759003162384,0.10606995102086027,0.6743953824043274,-0.022784288972616196,0.144696444272995,0.6413217782974243,0.17292237281799316
34687,1600,21.75,0.004044754430651665,1.1366784572601318,0.17154508949800704,0.6721945405006409,-0.03949801251292229,0.1482694447040558,0.7153587937355042,0.21632981300354004
36648,1700,19.61,0.004729255102574825,0.47649291157722473,0.06479611299965503,0.6757991313934326,-0.06803560256958008,0.17606881260871887,0.6477572321891785,0.1792597770690918
38643,1800,19.95,-0.0007983656250871718,0.28594812750816345,0.09041756901933695,0.6635448932647705,-0.052376531064510345,0.1817830502986908,0.6541648507118225,0.20367836952209473
40409,1900,17.66,-0.023648235946893692,0.4006980061531067,0.05381338584702462,0.6682816743850708,-0.08323536813259125,0.21948599815368652,0.6798030734062195,0.1854259967803955
42426,2000,20.17,0.014346846379339695,0.21055030822753906,0.042820639429707326,0.6641757488250732,-0.07613784819841385,0.20333388447761536,0.6215468645095825,0.18469691276550293
44345,2100,19.19,0.00918688252568245,0.28277140855789185,0.0578987411339161,0.6659651398658752,-0.08078455179929733,0.2026626020669937,0.6532425284385681,0.19002938270568848
46287,2200,19.42,-0.04258992522954941,0.4343322217464447,0.038626579759693414,0.6557751893997192,-0.0578683540225029,0.2032320350408554,0.6402243971824646,0.20712065696716309
48200,2300,19.13,0.0031898748129606247,0.6562097072601318,0.086932845730189,0.6492924690246582,-0.06295569986104965,0.190510556101799,0.6531130075454712,0.21083784103393555
49960,2400,17.6,-0.02684693969786167,0.3515811562538147,0.12426239194658896,0.6525065302848816,-0.07803981751203537,0.20814736187458038,0.6797944903373718,0.2002882957458496
51685,2500,17.25,0.006583823822438717,0.23324598371982574,0.13332939187409162,0.6495642066001892,-0.07324101775884628,0.20738697052001953,0.688816487789154,0.21168994903564453
53606,2600,19.21,-0.006114377174526453,0.811212420463562,0.18765760781388963,0.6480642557144165,-0.0648135393857956,0.17841750383377075,0.6458408236503601,0.18443655967712402
55385,2700,17.79,-0.03428875654935837,0.175494983792305,0.06774284146304126,0.6387943029403687,-0.05539402738213539,0.1750965416431427,0.6922994256019592,0.20816707611083984
56983,2800,15.98,0.01650714874267578,0.36220723390579224,0.01548619730159165,0.6191559433937073,-0.07868298143148422,0.2160762995481491,0.6797567009925842,0.19971036911010742
58597,2900,16.14,-0.06197979301214218,0.2688557505607605,0.02667563832281606,0.619477391242981,-0.06759866327047348,0.18470078706741333,0.6751247644424438,0.19291019439697266
60210,3000,16.13,-0.0380859449505806,0.2511933445930481,0.11652186649692643,0.6049487590789795,-0.06922551989555359,0.21395711600780487,0.6568761467933655,0.17917990684509277
61665,3100,14.55,-0.0031151329167187214,0.20009353756904602,0.02876884307382473,0.5895964503288269,-0.09834609925746918,0.24577631056308746,0.6788116097450256,0.18744158744812012
63139,3200,14.74,-0.060236893594264984,0.09733133763074875,0.012643049505974583,0.557671308517456,-0.0815126895904541,0.2216484397649765,0.6897222995758057,0.17542505264282227
64405,3300,12.66,0.025021566078066826,0.5695279240608215,0.03235402392278956,0.5184496641159058,-0.07714644074440002,0.20087246596813202,0.6947089433670044,0.18111228942871094
65622,3400,12.17,0.021135572344064713,0.031494662165641785,0.011806671588055906,0.49959081411361694,-0.09310322999954224,0.21983075141906738,0.6774608492851257,0.18118977546691895
66922,3500,13.0,0.05806498974561691,0.06908222287893295,0.014902591585026433,0.490376353263855,-0.06691519916057587,0.17818307876586914,0.6787484288215637,0.13883161544799805
68215,3600,12.93,-0.04309278354048729,0.04060196503996849,0.009349545205289663,0.4676121175289154,-0.09305229783058167,0.20225530862808228,0.6726917028427124,0.15593862533569336
69481,3700,12.66,0.039607010781764984,0.04214196279644966,0.012563507722254149,0.444195419549942,-0.09006559103727341,0.20926503837108612,0.6861919164657593,0.13772034645080566
70778,3800,12.97,-0.017397306859493256,0.09933311492204666,0.007075087796844552,0.4098144769668579,-0.12111130356788635,0.25694695115089417,0.6615139245986938,0.13816428184509277
72026,3900,12.48,0.10799305140972137,0.07219752669334412,0.04763481786164145,0.4073406159877777,-0.0779181718826294,0.19952306151390076,0.6862972378730774,0.13927555084228516
73241,4000,12.15,0.037718515843153,0.04295549914240837,0.015405812698918452,0.4407658576965332,-0.0863470807671547,0.21766899526119232,0.6766975522041321,0.1426403522491455
74523,4100,12.82,0.03343834728002548,0.2823067903518677,0.01994993653544649,0.49285033345222473,-0.0768037885427475,0.21295426785945892,0.7262777090072632,0.20168423652648926
75819,4200,12.96,-0.035213761031627655,0.07089533656835556,0.007936345514826826,0.522709846496582,-0.07828724384307861,0.21845819056034088,0.708679735660553,0.21759748458862305
77191,4300,13.72,0.006556232459843159,0.051190245896577835,0.009797369502238477,0.5428149104118347,-0.0952981561422348,0.23897306621074677,0.7064478993415833,0.1758284568786621
78637,4400,14.46,0.027074724435806274,0.24258242547512054,0.0270655005685209,0.5673896074295044,-0.08515112847089767,0.2303580939769745,0.7133021354675293,0.18902015686035156
80088,4500,14.51,-0.07830750942230225,0.07320933789014816,0.011025230298097691,0.5886239409446716,-0.08680041134357452,0.23289097845554352,0.7158852219581604,0.17664146423339844
81613,4600,15.25,0.012374568730592728,0.1744721531867981,0.011191741247012032,0.5966063737869263,-0.10282143205404282,0.27405044436454773,0.7039124369621277,0.20031142234802246
83086,4700,14.73,-0.049375999718904495,0.11000925302505493,0.010706137303714058,0.6004896759986877,-0.08634970337152481,0.2421768605709076,0.7228932976722717,0.17804837226867676
84611,4800,15.25,-0.001109101576730609,0.18490585684776306,0.017818609400334633,0.6073721647262573,-0.0681600570678711,0.2064446359872818,0.6786338686943054,0.18481779098510742
86179,4900,15.68,0.019899100065231323,0.2695941925048828,0.016233656691595873,0.5952751636505127,-0.07117541879415512,0.22354349493980408,0.7031082510948181,0.19040298461914062
87602,5000,14.23,-0.09675103425979614,0.2791730463504791,0.01211018920260661,0.5896743535995483,-0.0848492905497551,0.2455291599035263,0.7117971181869507,0.19108271598815918
88980,5100,13.78,0.029490245506167412,0.3321511447429657,0.01793290484676125,0.5481262803077698,-0.09940765053033829,0.24578075110912323,0.6894953846931458,0.17031311988830566
90353,5200,13.73,0.017933648079633713,0.11015785485506058,0.007423706191635896,0.5275009274482727,-0.10488592088222504,0.27142271399497986,0.6973089575767517,0.17760801315307617
91717,5300,13.64,0.07040169090032578,0.12977539002895355,0.007300782317452103,0.53443843126297,-0.09022581577301025,0.23690517246723175,0.6696820259094238,0.17973947525024414
93030,5400,13.13,0.04955020919442177,0.0694383829832077,0.014889657505167027,0.555238664150238,-0.08749546110630035,0.2388935536146164,0.7037897109985352,0.19288969039916992
94370,5500,13.4,0.03498709946870804,0.12274684756994247,0.03158145882286287,0.5352789759635925,-0.08176933228969574,0.23509006202220917,0.7089624404907227,0.1777634620666504
95616,5600,12.46,0.04231542721390724,0.3084983825683594,0.034211462258826944,0.524686336517334,-0.08114863187074661,0.2399529367685318,0.7018160223960876,0.19557929039001465
97025,5700,14.09,-0.08945772796869278,0.18428556621074677,0.046075057595347364,0.5197301506996155,-0.07451009750366211,0.2279307097196579,0.7202983498573303,0.20978379249572754
98339,5800,13.14,0.043106406927108765,0.07760243862867355,0.019732053384511044,0.4991978704929352,-0.06934931129217148,0.21568778157234192,0.7233083844184875,0.17542767524719238
99605,5900,12.66,-0.037200264632701874,0.15002170205116272,0.017587319265112457,0.500887930393219,-0.06586311757564545,0.19632971286773682,0.677747368812561,0.17429661750793457
