timesteps,episodes,mean_return,policy_loss,value_loss,entropy
10394,123,-160.61659168167955,-0.02263623598911282,599.0228678385416,1.373357762893041
20800,227,-149.12295428391627,-0.005736291233915836,460.23651801215277,1.3267223768764072
31277,311,-145.7144981623085,0.023149781601710454,458.59053802490234,1.2207454442977905
42309,383,-129.09088311682032,-0.0032008392995016444,334.8584789699978,1.1776357458697424
53045,431,-117.46214081903452,-0.0073273556724113105,141.327572716607,1.247233357694414
65268,480,-88.39116395382702,-0.0035596338129835203,60.25425489743551,1.2397193064292271
76455,518,-51.70628581281531,-0.003767418882085217,125.65962939792209,1.1685866845978632
88078,551,-64.74821807136769,-0.0013040680722850892,192.011358473036,1.1113318370448217
99516,588,-86.94373530058441,-0.0013998194804622068,131.5747833251953,1.0452212393283844
112158,616,-97.48212888540114,-0.004507373616268689,69.83816276897083,1.1484879092736677
124298,641,-71.53312905801405,-0.004037204043318828,67.61682181888156,1.0747247338294983
136854,657,-59.4450577620355,-0.009446009631372161,59.58761649661594,1.0797913438744016
149897,676,-44.67531949542036,0.0017169701038963264,136.2017798953586,1.0374570654498205
162344,692,-18.266640875407056,-0.002459359691581792,30.7597869237264,1.000757333305147
175197,709,5.187785747364402,-0.0020275545030017383,16.399879296620686,0.9134473564724127
187614,728,20.986689106185448,-0.003990814232060479,28.144982364442612,0.8308806485599942
200157,744,39.84828031341794,-0.0016186431878142888,20.235622538460625,0.9401271144549052
