timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2614,100,26.14,-0.003278880612924695,1.085896611213684,1.2114943479498228,0.6906843781471252,0.14848439395427704,2.180720090866089
5007,200,23.93,0.028157303109765053,0.9203833937644958,0.9196549013257027,0.6857185959815979,0.14245161414146423,0.9064302444458008
7140,300,21.33,0.00482829287648201,1.119933843612671,0.8413056389506285,0.6889301538467407,0.14670008420944214,1.3748352527618408
9886,400,27.46,-0.04020630568265915,0.6448054909706116,0.9392147881289323,0.6880182027816772,0.16904236376285553,1.4791107177734375
12245,500,23.59,-0.043020933866500854,0.5767716765403748,0.871806704501311,0.6721451878547668,0.17522092163562775,1.994199275970459
15109,600,28.64,-0.035152047872543335,0.6571464538574219,0.43119635943009293,0.6686269044876099,0.23455573618412018,1.2921631336212158
18417,700,33.08,-0.08333396166563034,0.6059668660163879,0.40846042606620664,0.6547034382820129,0.28481608629226685,0.2851388454437256
22715,800,42.98,-0.08479870110750198,0.5751506686210632,0.46192036659922453,0.6574618816375732,0.2453736513853073,4.093427658081055
27538,900,48.23,-0.11515464633703232,0.42775923013687134,0.3962281072997333,0.6337835788726807,0.26469627022743225,1.1132433414459229
33189,1000,56.51,-0.04810972139239311,0.36672288179397583,0.47502570424888596,0.6231984496116638,0.17668381333351135,4.07419753074646
39363,1100,61.74,-0.07419709116220474,0.29646968841552734,0.24790560535536013,0.6093525290489197,0.23942546546459198,4.081651210784912
45699,1200,63.36,-0.06677877902984619,0.21024295687675476,0.18971627297372226,0.5979989767074585,0.2358189821243286,2.268496036529541
53108,1300,74.09,-0.03051614947617054,0.20727738738059998,0.23230666955489027,0.6026884317398071,0.1874711811542511,1.683523416519165
61057,1400,79.49,-0.05901104584336281,0.31028804183006287,0.2709298378943155,0.5905075073242188,0.19429707527160645,2.378092050552368
72239,1500,111.82,-0.023922063410282135,0.4477918744087219,0.45268709988643724,0.5919063091278076,0.15003511309623718,7.508751153945923
86506,1600,142.67,0.003289763117209077,0.7926154136657715,0.6212095707189291,0.6004648804664612,0.17229712009429932,5.4004011154174805
101757,1700,152.51,-0.006093832664191723,1.5571345090866089,1.4666125586877266,0.5910339951515198,0.19896776974201202,9.397444248199463
118450,1800,166.93,-0.0020196917466819286,0.6980852484703064,1.2338671858422459,0.5878808498382568,0.19307762384414673,9.198455095291138
137593,1900,191.43,0.007139924913644791,1.5287457704544067,1.0140947537496685,0.5850968956947327,0.17848050594329834,10.800419092178345
155186,2000,175.93,-0.0009663673699833453,1.5525861978530884,1.4162125585755954,0.5972155928611755,0.1690383106470108,12.088353872299194
172583,2100,173.97,0.007322126068174839,1.1618497371673584,2.3060472894459965,0.5948051810264587,0.173298180103302,8.793882846832275
187105,2200,145.22,-0.008265742100775242,2.2396764755249023,0.9045403307924668,0.5874401926994324,0.15664532780647278,7.984935760498047
