timesteps,episodes,mean_return,policy_loss,cat_loss,entropy,credit_weight_std
8949,100,-180.29146831312084,0.006372910924255848,10849.5849609375,1.3805253505706787,0.0029731832910329103
17830,200,-173.7549481927173,-0.0025607887655496597,8812.7939453125,1.3795578479766846,0.003372009377926588
26799,300,-153.00640652486962,0.0067111351527273655,6439.7236328125,1.3789870738983154,0.0036074856761842966
35610,400,-139.88400162367336,-0.001550087588839233,10920.435546875,1.3767462968826294,0.0038673297967761755
44764,500,-139.18299491776352,-0.006261544302105904,5125.67431640625,1.3780295848846436,0.004759410861879587
53604,600,-141.38395205530344,-0.006978523917496204,7132.3271484375,1.3776346445083618,0.0058742002584040165
63764,700,-132.15906213296333,0.0063336812891066074,4973.359375,1.3733137845993042,0.00610913522541523
73048,800,-122.26226351725322,0.001991349970921874,2351.56494140625,1.378832221031189,0.006266709417104721
82551,900,-133.25927568196224,0.00640850979834795,5972.29443359375,1.3676652908325195,0.005787977017462254
91834,1000,-118.10545706149884,0.003338224021717906,2439.270263671875,1.3741931915283203,0.00567544624209404
102013,1100,-132.09598894498114,0.005508949048817158,2498.12255859375,1.3662331104278564,0.005216977559030056
112610,1200,-119.82635979216744,-0.01763460412621498,5153.0400390625,1.3592486381530762,0.0069313375279307365
122709,1300,-125.41672909533796,-0.0030488609336316586,3487.55029296875,1.3625606298446655,0.005235346965491772
132955,1400,-122.3681369366332,-0.0052952030673623085,7955.97265625,1.3511298894882202,0.007090846076607704
143497,1500,-126.12488215925197,-0.004994972608983517,1563.553955078125,1.3608808517456055,0.009042082354426384
153854,1600,-114.975551745887,-0.0041603208519518375,3841.45654296875,1.3504468202590942,0.007043870631605387
164064,1700,-106.69005953093946,-0.01354827731847763,2586.063232421875,1.3507962226867676,0.004973847884684801
174249,1800,-116.996399273085,-0.004978245124220848,3592.967529296875,1.3507822751998901,0.009391247294843197
184098,1900,-108.59767314491792,0.016223764047026634,1325.7752685546875,1.354520559310913,0.010548554360866547
194798,2000,-103.01911319812233,0.00017708411905914545,2100.776611328125,1.3511275053024292,0.009129702113568783
